ID,dmitry_ftrl2
460,14574.392857142857
461,107044.78571428571
462,71907.85714285714
466,102363.0
469,98842.5
471,77788.71428571429
474,104595.46428571429
477,138748.60714285713
478,125303.25
480,56255.78571428572
482,59503.42857142857
485,43252.42857142857
488,81068.92857142857
489,20058.10714285714
490,16575.89285714286
492,8847.357142857143
493,73053.10714285714
496,84837.60714285714
500,54326.357142857145
501,40022.42857142857
502,106377.32142857143
513,137304.17857142858
514,93695.10714285714
515,108922.17857142857
517,15074.5
523,1472.142857142857
527,80662.53571428571
530,137698.35714285713
533,137302.75
535,100160.75
537,109519.60714285714
538,141474.9642857143
543,24306.39285714286
544,87969.57142857143
547,26454.714285714286
548,117329.07142857143
549,139662.17857142858
550,141572.2857142857
551,142176.60714285713
553,131065.07142857143
554,44223.75
555,112118.96428571429
558,22937.0
560,105507.85714285714
561,58203.53571428572
564,15573.17857142857
566,102522.96428571429
567,146.17857142857142
568,75910.60714285714
571,77114.67857142857
572,35316.392857142855
573,11746.75
576,66951.57142857143
577,48757.57142857143
578,101549.53571428571
579,82264.82142857143
580,21781.89285714286
581,35109.67857142857
582,12759.32142857143
583,16070.714285714286
584,134628.25
586,112251.75
587,52595.25
588,103842.85714285714
591,5045.464285714285
596,41019.107142857145
598,150737.7142857143
599,114518.96428571429
600,103374.53571428571
602,64059.21428571428
606,107212.10714285714
609,44758.392857142855
611,97297.25
614,74224.32142857143
618,6131.285714285715
622,4113.607142857143
623,12770.964285714286
626,81471.21428571429
627,17487.64285714286
631,100885.39285714286
633,72317.21428571429
635,57958.75
636,139774.0
639,135898.7857142857
640,11489.714285714286
641,25972.785714285714
645,117709.10714285714
647,119384.96428571429
648,23795.321428571428
649,84020.60714285714
650,52802.17857142857
651,82242.53571428571
652,50738.42857142857
653,140727.85714285713
654,90121.46428571429
656,122310.07142857143
657,92987.53571428571
658,50465.21428571428
659,15689.07142857143
661,99698.03571428571
662,112610.28571428571
663,113950.5
667,37906.17857142857
668,101382.0
669,138268.7142857143
673,77167.92857142857
674,102059.35714285714
679,64672.107142857145
681,52023.46428571428
682,50065.0
686,134353.75
687,49668.82142857143
688,24074.85714285714
689,139205.67857142858
690,139797.32142857142
692,94472.35714285714
694,58507.96428571428
695,21249.714285714286
697,80712.07142857143
701,101322.35714285714
702,67527.60714285714
706,45510.96428571428
708,25932.785714285714
710,29209.535714285714
712,40307.82142857143
714,58265.78571428572
715,55601.92857142857
717,37716.71428571428
718,6903.428571428572
720,61015.96428571428
725,124828.89285714286
726,138351.42857142858
730,16870.25
731,111497.32142857143
732,44684.07142857143
734,87714.75
735,28476.214285714286
737,119073.07142857143
738,10121.75
740,105571.07142857143
741,40861.28571428572
746,93866.42857142857
748,38142.17857142857
753,84374.17857142857
754,110441.96428571429
757,113213.21428571429
758,69879.42857142857
759,143121.64285714287
760,62221.17857142857
761,117927.03571428571
767,66210.89285714286
768,25987.821428571428
771,94838.53571428571
772,130892.21428571429
775,39986.392857142855
782,101004.57142857143
783,51374.67857142857
784,118026.57142857143
785,104246.28571428571
787,11835.82142857143
789,7110.428571428572
790,25936.60714285714
791,64481.75
792,76372.85714285714
793,1384.9642857142858
795,79433.60714285714
797,73449.03571428571
798,117592.0
799,53215.5
800,79105.0
806,13834.464285714286
807,19809.821428571428
808,81194.39285714286
811,85037.92857142857
812,144602.35714285713
813,10759.857142857143
814,112163.89285714286
815,87054.85714285714
816,24466.285714285714
818,140302.64285714287
820,47011.0
822,11166.25
823,100399.42857142857
827,56852.67857142857
828,88538.96428571429
829,16261.82142857143
834,46066.53571428572
835,124391.96428571429
836,136323.14285714287
838,12827.392857142857
846,130496.39285714286
847,54381.892857142855
849,84519.28571428571
850,27615.178571428572
851,88798.64285714286
852,108845.78571428571
857,27878.285714285714
858,29758.178571428572
859,56374.03571428572
860,95426.67857142857
862,88062.28571428571
863,91349.53571428571
864,90793.28571428571
868,23919.571428571428
869,95305.71428571429
877,42195.03571428572
878,144621.32142857142
881,62343.357142857145
882,93104.82142857143
885,56890.607142857145
887,119418.82142857143
888,120993.96428571429
889,122361.28571428571
891,10205.5
898,5379.357142857143
903,97880.92857142857
904,121195.14285714286
906,61914.357142857145
907,92208.10714285714
908,12524.785714285714
909,150262.2142857143
910,83688.82142857143
911,109010.46428571429
913,49065.607142857145
916,46491.607142857145
920,78692.03571428571
924,83125.25
925,37132.28571428572
927,60865.78571428572
928,143766.14285714287
932,41954.392857142855
933,33843.392857142855
934,83596.32142857143
935,120239.39285714286
936,91458.53571428571
940,144181.5357142857
942,93313.39285714286
943,77770.0
944,12002.857142857143
945,85335.64285714286
948,117616.57142857143
949,91478.42857142857
958,18417.14285714286
959,80464.89285714286
961,88432.75
962,7720.071428571428
964,113600.92857142857
965,23316.571428571428
967,25995.964285714286
968,151794.35714285713
970,103301.57142857143
973,21487.714285714286
974,78830.78571428571
976,42811.357142857145
977,69003.17857142857
978,2352.1785714285716
979,150208.42857142858
981,89813.89285714286
984,9075.0
986,1356.7857142857142
989,135420.2142857143
990,138754.64285714287
993,28845.821428571428
994,49108.21428571428
997,11236.785714285714
999,128590.14285714286
1000,139958.67857142858
1003,78360.35714285714
1006,67841.85714285714
1007,84848.89285714286
1008,10266.857142857143
1009,127572.89285714286
1017,30056.321428571428
1018,134061.89285714287
1019,146193.07142857142
1020,113480.82142857143
1021,1558.6785714285713
1027,95741.96428571429
1030,124946.67857142857
1031,133840.42857142858
1033,17585.89285714286
1035,133543.5357142857
1038,127782.78571428571
1040,89207.28571428571
1041,120419.71428571429
1043,30641.571428571428
1044,21014.35714285714
1047,69270.39285714286
1048,14457.535714285714
1049,130171.57142857143
1051,143379.64285714287
1053,111664.67857142857
1054,63639.21428571428
1056,94732.82142857143
1059,82698.89285714286
1061,96658.78571428571
1069,83641.60714285714
1071,11217.07142857143
1073,132541.7857142857
1074,62803.75
1075,122679.53571428571
1076,84706.03571428571
1080,5190.142857142857
1083,136889.5357142857
1084,115831.92857142857
1085,49741.607142857145
1086,106611.60714285714
1087,51543.5
1088,60223.03571428572
1089,49267.21428571428
1090,61152.96428571428
1091,145754.2142857143
1092,39643.53571428572
1095,108203.25
1096,6694.178571428572
1097,15515.142857142857
1098,58013.607142857145
1099,127767.96428571429
1100,143978.42857142858
1101,80207.28571428571
1104,132609.7142857143
1105,106671.67857142857
1108,90001.17857142857
1109,40254.71428571428
1110,35410.96428571428
1111,38939.53571428572
1115,134970.0
1117,15831.82142857143
1119,114318.92857142857
1122,95191.71428571429
1123,9429.25
1124,41061.75
1125,22190.89285714286
1126,124817.42857142857
1127,51706.42857142857
1129,13124.57142857143
1131,121689.25
1133,53186.607142857145
1134,149381.0
1136,142535.17857142858
1137,86698.57142857143
1140,69362.17857142857
1142,80965.96428571429
1144,55951.357142857145
1145,28234.64285714286
1147,100983.28571428571
1150,38213.392857142855
1154,32855.67857142857
1156,148606.92857142858
1158,36614.17857142857
1159,58044.107142857145
1163,80707.89285714286
1165,32136.321428571428
1166,81726.75
1167,73891.32142857143
1170,80072.85714285714
1171,23286.785714285714
1172,12620.392857142857
1173,53872.0
1175,82.25
1179,80950.25
1183,131027.75
1184,21530.14285714286
1186,26432.60714285714
1187,118743.67857142857
1188,56889.357142857145
1189,75143.21428571429
1191,26973.321428571428
1192,28507.178571428572
1193,142438.2857142857
1195,17288.464285714286
1197,133409.5
1198,94926.39285714286
1203,137485.42857142858
1204,149612.07142857142
1205,148581.2857142857
1209,102026.0
1210,113378.07142857143
1211,71732.96428571429
1213,126817.35714285714
1214,116385.10714285714
1215,77674.89285714286
1217,56914.92857142857
1218,128926.78571428571
1220,37192.92857142857
1223,58105.96428571428
1224,150159.0
1226,114803.28571428571
1228,28090.714285714286
1229,143153.7857142857
1242,124601.25
1243,58260.46428571428
1246,6688.357142857143
1248,42065.107142857145
1249,43356.357142857145
1252,135914.67857142858
1253,11745.392857142857
1254,84715.46428571429
1255,17928.178571428572
1256,80653.32142857143
1258,16637.89285714286
1260,118137.35714285714
1261,43948.142857142855
1262,79455.14285714286
1263,92339.64285714286
1264,99915.25
1265,93474.0
1269,142405.9642857143
1271,17466.60714285714
1274,143021.85714285713
1275,31389.535714285714
1277,64389.392857142855
1280,76423.5
1281,79503.46428571429
1282,140301.39285714287
1285,3231.75
1287,55989.642857142855
1288,122434.67857142857
1291,46398.82142857143
1295,10164.035714285714
1297,114964.53571428571
1300,96545.96428571429
1302,28300.464285714286
1303,106481.53571428571
1305,77825.39285714286
1307,5613.5
1309,90171.14285714286
1313,47647.71428571428
1314,120432.89285714286
1316,103225.07142857143
1317,84665.21428571429
1321,93112.10714285714
1322,39628.17857142857
1327,109323.21428571429
1328,92236.5
1330,104663.32142857143
1333,50764.5
1334,150413.57142857142
1337,78658.85714285714
1339,100339.78571428571
1341,39538.32142857143
1343,100569.25
1344,68741.57142857143
1346,116810.5
1348,85589.5
1352,108454.75
1353,147523.89285714287
1357,107811.10714285714
1358,25385.0
1360,120202.71428571429
1364,3930.0
1373,80001.67857142857
1377,102507.21428571429
1378,148549.14285714287
1381,36643.42857142857
1382,63957.642857142855
1384,20633.5
1385,56540.892857142855
1386,4893.25
1391,142208.67857142858
1392,80469.35714285714
1393,50868.107142857145
1395,72948.14285714286
1398,41398.17857142857
1401,103480.32142857143
1406,140029.82142857142
1408,78736.85714285714
1410,76091.75
1411,110260.14285714286
1412,146959.2142857143
1414,66113.07142857143
1417,33039.5
1419,107267.46428571429
1420,103928.5
1421,48112.17857142857
1424,34393.78571428572
1426,22633.964285714286
1427,2198.285714285714
1433,115326.5
1437,19783.285714285714
1439,27737.14285714286
1440,119518.21428571429
1441,29103.571428571428
1442,109111.0
1444,51519.57142857143
1447,145394.17857142858
1448,46325.107142857145
1449,145407.07142857142
1450,73646.32142857143
1451,143592.32142857142
1452,78166.46428571429
1454,123314.64285714286
1455,80220.82142857143
1457,71833.42857142857
1464,21003.0
1465,123697.0
1468,96691.85714285714
1472,44796.82142857143
1474,108629.89285714286
1475,4009.214285714286
1478,149749.57142857142
1479,15571.57142857143
1480,64573.857142857145
1483,3122.964285714286
1484,35633.21428571428
1487,21459.10714285714
1488,117048.42857142857
1489,12596.464285714286
1492,60271.78571428572
1495,142496.64285714287
1496,49087.67857142857
1497,26016.571428571428
1498,22336.714285714286
1499,48513.17857142857
1501,141955.75
1502,7075.214285714285
1503,139990.75
1505,86220.5
1507,47512.75
1508,123746.75
1510,115727.10714285714
1511,41433.42857142857
1513,111480.10714285714
1515,98202.25
1516,59786.357142857145
1517,141284.7142857143
1519,144796.57142857142
1521,108706.85714285714
1523,95549.0
1524,75352.17857142857
1527,17767.785714285714
1528,19793.821428571428
1531,91424.25
1534,34055.25
1535,141858.32142857142
1536,27035.85714285714
1538,5330.535714285715
1539,56063.392857142855
1540,77738.0
1541,87025.25
1543,117294.10714285714
1547,91170.89285714286
1548,147250.2857142857
1550,8089.392857142857
1553,90439.25
1554,16949.964285714286
1557,121600.17857142857
1559,80150.75
1564,50688.642857142855
1565,112686.42857142857
1567,130340.78571428571
1569,68273.46428571429
1571,27000.428571428572
1572,67776.32142857143
1573,135155.0357142857
1574,71240.5
1576,123076.60714285714
1578,1123.357142857143
1580,101066.21428571429
1583,61990.71428571428
1584,78044.39285714286
1588,137387.2857142857
1589,33878.107142857145
1590,23060.785714285714
1591,73435.14285714286
1592,97332.82142857143
1594,90268.82142857143
1595,26251.5
1596,141067.35714285713
1598,1375.0
1600,151137.2142857143
1601,88682.96428571429
1602,46942.71428571428
1603,3674.5
1604,14620.42857142857
1605,30460.785714285714
1606,124618.60714285714
1607,25768.85714285714
1610,17670.14285714286
1611,42253.5
1613,112878.64285714286
1614,127817.39285714286
1617,118847.0
1620,117170.67857142857
1621,96519.25
1622,101770.28571428571
1623,40655.892857142855
1626,21668.89285714286
1629,85526.14285714286
1630,33779.857142857145
1631,147093.89285714287
1632,66891.21428571429
1633,16185.5
1634,48100.392857142855
1638,70999.71428571429
1639,47930.17857142857
1641,63866.0
1643,138723.89285714287
1644,76340.60714285714
1646,43492.67857142857
1649,89982.78571428571
1652,144346.2857142857
1658,115239.07142857143
1660,148753.67857142858
1665,62421.642857142855
1666,17443.14285714286
1667,143693.0357142857
1668,9667.214285714286
1669,130441.17857142857
1670,66850.75
1672,119156.07142857143
1675,49872.46428571428
1676,64307.71428571428
1677,23205.75
1679,68041.46428571429
1681,20378.071428571428
1683,79898.67857142857
1684,4054.4285714285716
1685,77591.25
1686,92924.17857142857
1688,123689.39285714286
1693,80661.35714285714
1694,106372.64285714286
1695,102303.60714285714
1697,103547.82142857143
1698,83456.28571428571
1699,54594.67857142857
1700,69381.07142857143
1703,15807.25
1704,127986.96428571429
1706,62837.25
1708,18058.321428571428
1709,30846.071428571428
1710,103402.78571428571
1712,18763.928571428572
1713,84159.07142857143
1718,137357.07142857142
1720,119739.17857142857
1721,115203.78571428571
1722,80439.42857142857
1724,82313.57142857143
1727,7396.821428571428
1729,129589.17857142857
1732,39873.392857142855
1733,110123.39285714286
1734,104507.89285714286
1735,81383.64285714286
1737,43533.142857142855
1738,77873.75
1739,113205.96428571429
1740,140915.14285714287
1741,123573.35714285714
1743,116532.85714285714
1744,2506.3928571428573
1746,2746.0714285714284
1748,126997.39285714286
1755,144783.32142857142
1756,34559.75
1757,46804.892857142855
1762,80386.71428571429
1764,130497.32142857143
1766,11545.32142857143
1770,4772.25
1771,71676.64285714286
1772,120030.67857142857
1773,105445.82142857143
1778,70096.53571428571
1781,119616.32142857143
1782,101990.17857142857
1786,101571.17857142857
1787,72230.96428571429
1788,82372.67857142857
1791,26297.285714285714
1794,41931.857142857145
1797,21283.25
1799,98817.71428571429
1800,45091.5
1801,123892.5
1804,17604.535714285714
1807,1472.1785714285713
1808,15736.17857142857
1811,97750.71428571429
1816,138689.14285714287
1822,82127.82142857143
1824,137557.2142857143
1825,91398.0
1828,142051.7857142857
1830,108249.82142857143
1832,150494.7857142857
1835,84481.53571428571
1836,81292.32142857143
1843,117884.39285714286
1848,107226.03571428571
1849,41903.96428571428
1853,100969.42857142857
1854,39327.67857142857
1855,50458.28571428572
1856,114212.46428571429
1857,33859.32142857143
1858,83070.82142857143
1859,13693.67857142857
1861,135826.4642857143
1863,87897.21428571429
1868,149043.07142857142
1869,109947.35714285714
1875,99375.92857142857
1877,41244.357142857145
1880,121297.21428571429
1881,37909.75
1882,81081.46428571429
1883,104593.89285714286
1886,141891.82142857142
1887,67830.28571428571
1889,104089.71428571429
1890,103979.25
1891,81849.0
1892,104385.35714285714
1894,39490.78571428572
1895,33990.21428571428
1896,107697.53571428571
1898,79246.78571428571
1899,2432.3928571428573
1900,112711.17857142857
1904,53657.25
1906,61228.107142857145
1909,26614.5
1910,18596.60714285714
1911,139067.57142857142
1912,107274.60714285714
1913,91054.0
1914,79019.64285714286
1915,41034.642857142855
1916,104134.42857142857
1917,39030.25
1918,3672.5
1920,101386.85714285714
1922,15445.25
1923,141981.14285714287
1924,149800.7142857143
1925,28862.428571428572
1927,56749.25
1929,83826.64285714286
1931,16220.535714285714
1932,79349.46428571429
1936,101404.10714285714
1937,103883.14285714286
1938,14785.892857142857
1941,82209.07142857143
1944,79189.53571428571
1947,47946.07142857143
1950,143993.2142857143
1951,69393.46428571429
1954,108849.39285714286
1956,36659.17857142857
1957,9131.785714285714
1958,58099.46428571428
1960,40241.5
1961,114928.42857142857
1962,27854.64285714286
1964,25285.321428571428
1966,122625.32142857143
1971,145507.89285714287
1972,98659.89285714286
1974,149141.89285714287
1975,144040.42857142858
1976,122741.07142857143
1980,119326.25
1981,95557.25
1982,45244.92857142857
1983,45945.107142857145
1984,24918.60714285714
1985,75477.78571428571
1986,113060.46428571429
1987,17432.035714285714
1989,150713.42857142858
1990,121890.67857142857
1992,144362.64285714287
1993,75789.96428571429
1995,49910.57142857143
1999,35832.32142857143
2001,92831.10714285714
2003,130665.78571428571
2005,96480.92857142857
2006,55070.71428571428
2009,14013.214285714286
2013,112520.82142857143
2014,112134.0
2016,22420.714285714286
2017,108394.0
2020,146035.5
2021,32659.64285714286
2022,24370.0
2025,144880.85714285713
2027,121175.57142857143
2030,108883.28571428571
2032,59643.07142857143
2035,109493.42857142857
2036,78352.0
2041,141066.2142857143
2043,110277.64285714286
2044,40048.642857142855
2046,92456.89285714286
2047,139623.4642857143
2051,13706.82142857143
2052,72912.64285714286
2053,121380.07142857143
2054,29498.39285714286
2055,58253.28571428572
2056,141889.4642857143
2058,58258.96428571428
2059,150221.14285714287
2060,117169.17857142857
2062,131811.2857142857
2064,131369.7142857143
2065,79573.35714285714
2066,81875.75
2068,111080.21428571429
2071,14440.285714285714
2074,38430.857142857145
2077,10497.142857142857
2078,119323.71428571429
2079,27273.785714285714
2080,39110.92857142857
2083,25743.60714285714
2087,103065.07142857143
2089,84530.07142857143
2090,10930.142857142857
2091,16470.89285714286
2095,8347.5
2097,33538.07142857143
2098,99250.32142857143
2099,35582.392857142855
2100,84190.67857142857
2101,25431.035714285714
2105,103811.07142857143
2106,56271.07142857143
2107,92930.14285714286
2110,61467.107142857145
2112,58169.0
2114,129781.82142857143
2115,144451.7142857143
2122,130887.71428571429
2123,123272.10714285714
2128,39347.92857142857
2129,70622.71428571429
2130,111007.71428571429
2132,34176.142857142855
2135,139640.64285714287
2138,51383.78571428572
2140,136584.92857142858
2141,91026.5
2142,95848.85714285714
2143,148434.64285714287
2147,98427.17857142857
2148,51139.357142857145
2154,143652.57142857142
2155,7034.5
2156,44234.642857142855
2160,83155.21428571429
2162,107350.85714285714
2164,8972.714285714286
2165,86862.60714285714
2167,136379.5
2168,117547.53571428571
2170,25421.035714285714
2172,79536.42857142857
2173,67312.0
2174,48071.25
2175,104167.07142857143
2176,32635.035714285714
2178,141716.2857142857
2180,146369.35714285713
2181,19519.35714285714
2183,120545.5
2191,34718.92857142857
2192,15653.107142857143
2193,29299.85714285714
2197,44383.392857142855
2202,80668.85714285714
2204,86759.67857142857
2205,38163.42857142857
2206,79813.28571428571
2207,28274.75
2212,36393.28571428572
2217,62593.96428571428
2219,100064.42857142857
2220,9310.107142857143
2221,20093.285714285714
2223,71928.71428571429
2225,6086.285714285715
2226,135716.2142857143
2227,29907.35714285714
2228,61510.42857142857
2231,82772.60714285714
2232,50441.607142857145
2233,36236.17857142857
2236,114491.32142857143
2238,136681.9642857143
2240,113746.17857142857
2246,81124.92857142857
2247,146892.39285714287
2249,98087.89285714286
2250,69726.03571428571
2252,87817.71428571429
2255,54577.5
2256,83926.10714285714
2258,129550.82142857143
2259,98345.0
2260,117690.82142857143
2263,77422.71428571429
2264,134116.92857142858
2265,111945.21428571429
2267,48848.642857142855
2268,146891.2857142857
2270,46327.28571428572
2271,22951.35714285714
2272,64977.857142857145
2273,29338.071428571428
2274,44943.07142857143
2276,40678.96428571428
2277,63851.96428571428
2280,79397.92857142857
2281,126484.53571428571
2282,40690.96428571428
2288,112890.10714285714
2292,26690.714285714286
2294,130019.89285714286
2295,9326.92857142857
2296,136703.42857142858
2297,108580.78571428571
2298,133115.82142857142
2299,13025.785714285714
2309,38818.42857142857
2310,102429.25
2312,61241.53571428572
2314,31247.428571428572
2317,129320.28571428571
2319,20209.285714285714
2320,10449.357142857143
2321,15441.892857142857
2324,7232.285714285715
2326,50613.92857142857
2331,143654.7142857143
2335,118874.64285714286
2336,10572.607142857143
2339,101160.0
2340,39280.892857142855
2342,127687.46428571429
2343,389.89285714285717
2346,134998.0
2352,141900.35714285713
2353,32238.035714285714
2354,82740.28571428571
2355,53580.78571428572
2356,72525.89285714286
2357,65239.03571428572
2360,60563.0
2362,113435.64285714286
2365,88812.82142857143
2367,145724.25
2368,44431.107142857145
2371,899.1428571428571
2372,30614.0
2374,56024.67857142857
2376,29336.39285714286
2378,95198.96428571429
2379,30103.321428571428
2380,102363.71428571429
2381,76436.71428571429
2382,39861.53571428572
2383,19731.89285714286
2389,147873.64285714287
2390,61971.78571428572
2391,83184.60714285714
2398,100015.35714285714
2399,45952.67857142857
2402,14757.285714285714
2404,109670.28571428571
2405,56193.392857142855
2406,49785.82142857143
2409,127203.21428571429
2411,68093.39285714286
2412,146988.35714285713
2413,85331.60714285714
2415,143070.5
2417,12621.07142857143
2418,84403.14285714286
2419,71208.14285714286
2420,79026.60714285714
2424,2305.035714285714
2426,84833.0
2427,15978.142857142857
2428,14533.035714285714
2429,98813.10714285714
2431,101163.35714285714
2432,47956.57142857143
2435,97779.82142857143
2436,102571.5
2441,132700.4642857143
2443,146833.92857142858
2445,88455.60714285714
2446,57339.07142857143
2447,66159.46428571429
2448,29269.10714285714
2450,51894.17857142857
2451,133418.92857142858
2452,87971.0
2453,112791.39285714286
2454,30735.89285714286
2455,29484.75
2457,71354.46428571429
2459,118221.35714285714
2460,46328.42857142857
2461,12806.17857142857
2467,113129.64285714286
2468,100906.14285714286
2469,18237.821428571428
2471,60778.107142857145
2472,83940.28571428571
2473,2547.3571428571427
2474,74035.0
2475,106102.32142857143
2477,20333.321428571428
2479,47938.32142857143
2480,105856.32142857143
2481,18228.35714285714
2485,22958.571428571428
2486,142277.42857142858
2489,38756.53571428572
2490,6832.892857142857
2491,101878.35714285714
2492,34002.67857142857
2496,100836.67857142857
2497,75842.67857142857
2498,44178.28571428572
2500,11504.107142857143
2502,1141.3214285714287
2505,123243.71428571429
2506,46218.07142857143
2508,23192.214285714286
2510,101105.71428571429
2513,26595.214285714286
2514,109731.75
2518,57052.357142857145
2519,82200.14285714286
2520,114037.03571428571
2522,98770.46428571429
2523,31212.785714285714
2524,44658.28571428572
2526,120069.35714285714
2532,31029.285714285714
2534,59381.57142857143
2535,55210.53571428572
2536,100268.57142857143
2540,127367.5
2547,79467.96428571429
2550,46661.892857142855
2551,8156.5
2552,40771.892857142855
2553,90365.14285714286
2554,134389.9642857143
2557,80900.0
2559,112532.28571428571
2560,93755.78571428571
2562,25590.428571428572
2564,95978.75
2565,101931.64285714286
2568,24778.5
2569,150393.5
2570,108250.39285714286
2571,62504.142857142855
2575,20695.035714285714
2576,87296.25
2577,69448.5
2579,81117.67857142857
2583,85112.46428571429
2584,136346.07142857142
2585,128786.0
2587,84478.25
2590,17031.25
2592,78129.57142857143
2593,12418.07142857143
2598,77775.0
2602,101680.82142857143
2603,84662.60714285714
2604,122272.64285714286
2605,142387.4642857143
2606,37892.17857142857
2607,57537.892857142855
2608,91544.07142857143
2609,27916.714285714286
2610,135444.92857142858
2612,80630.46428571429
2620,92245.5
2621,118885.07142857143
2622,12582.42857142857
2623,101357.64285714286
2624,138206.82142857142
2625,71051.64285714286
2627,150989.35714285713
2628,124012.5
2629,42948.07142857143
2631,45937.107142857145
2633,115718.39285714286
2634,86491.03571428571
2635,46599.46428571428
2637,93409.46428571429
2638,145089.17857142858
2640,87102.57142857143
2641,75701.60714285714
2643,20561.714285714286
2645,53220.892857142855
2646,97639.17857142857
2650,141223.0357142857
2653,96169.03571428571
2654,60882.107142857145
2655,119309.60714285714
2657,16611.25
2659,137447.7857142857
2660,103337.78571428571
2661,45619.857142857145
2662,130348.10714285714
2663,84856.78571428571
2665,90001.0
2666,116106.25
2668,139328.60714285713
2674,22181.25
2675,83387.46428571429
2676,138438.32142857142
2677,53548.17857142857
2680,100652.89285714286
2681,98980.89285714286
2683,81341.53571428571
2686,108278.71428571429
2688,20821.071428571428
2690,96295.07142857143
2691,102026.92857142857
