ID,ikki_xgb1,ikki_xgb2
210,0.15550228205246416,0.15632553330215954
212,0.5644144707811667,0.5646976692110619
213,0.5649808676409571,0.5746227862773896
214,0.6342130047353411,0.6311439240764768
215,0.6230563037994692,0.6244920539789379
217,0.3264619295692091,0.3329557354268064
218,0.7344191468482649,0.734689173258165
220,0.3387382522046669,0.3479915962512431
221,0.34925611017077524,0.3457457668420741
222,0.5661465914105258,0.5664495478704137
225,0.2533111165262749,0.2544175662058655
227,0.04703069739259864,0.046029623872969036
228,0.6324611260759894,0.6357014429947905
231,0.41175734504764977,0.4123369139274353
232,0.634713541495156,0.6352206642649684
233,0.26506714437192513,0.26501445629194464
234,0.3135862800239731,0.31853895954214057
235,0.6085012217048545,0.6086263558948083
236,0.7832214809302079,0.7852894880694429
239,0.1993124205562544,0.20034642412587186
241,0.25879726285424504,0.2600881208137674
242,0.1359089023097137,0.13721951829922874
244,0.5774481845663442,0.5747018183973603
252,0.7585898035393218,0.7591891304491
253,0.4224596112936899,0.41305478901716974
254,0.6345291332152242,0.63278384056587
258,0.9324472954549944,0.932124580965114
259,0.7017327792303588,0.7015220269104369
262,0.11609818423704367,0.1148600143575018
265,0.8729887971969942,0.8728834210370331
266,0.6796169576585417,0.6676633495129646
269,0.6260397663283653,0.6256577777485066
270,0.5113312302008074,0.5202091716775226
271,0.8064635102116084,0.8013791104934898
273,0.14954852901466706,0.13779908717901435
276,0.687105251025771,0.6889559198350863
279,0.6650684615739246,0.6645020647141342
285,0.5404611524200293,0.5476333173073756
287,0.6968657178421597,0.6996713581011216
288,0.7547699177407351,0.7563703181701429
289,0.0874951428176268,0.08658627343796307
292,0.9721543497303028,0.9726153704301324
294,0.9348643611241002,0.937551453203106
296,0.1734886753558092,0.17552375244505622
299,0.15457365464280776,0.1496670771946232
301,0.2656862293116961,0.2647246718520519
302,0.5852789504534468,0.5891844543820017
303,0.9640996595032832,0.9640535574333002
306,0.9453888051002062,0.9448224082404156
307,0.4031230859408445,0.3967346562432082
311,0.4817798033417415,0.4856984792902916
314,0.5148679175694989,0.5200181773875933
316,0.1999380915060229,0.19635530206734847
319,0.9559791091762876,0.9560778993262512
320,0.12374454184421453,0.12138016425508935
322,0.22603844912636575,0.2257091486264876
324,0.9598253390148648,0.95805370232552
332,0.2339153170834513,0.2324268788240021
333,0.23604259831266425,0.237524450562116
340,0.2630320672826781,0.26644362046141584
342,0.1537043013231294,0.1586438088213018
344,0.3185587175721333,0.3187760559020529
345,0.4213136455541139,0.4141019646067823
347,0.02363718988125424,0.024144312651066605
349,0.2888492264731258,0.28690635352384464
353,0.9229634410585036,0.9228448928785474
354,0.6856365707963145,0.6797816079084809
355,0.478335320113016,0.4767480917036032
356,0.3858282236872436,0.3682962650737304
359,0.035373459696911816,0.03549200787686796
362,0.28465393810467804,0.2831259837852434
363,0.6272911082279022,0.6280814294276099
369,0.08480146472862346,0.08189044830970052
371,0.9343638243642852,0.9356678543438028
373,0.8124106772394081,0.8125226394093666
374,0.9048848436151926,0.904259172665424
375,0.3659648175345929,0.3659253014746076
378,0.6969710940021207,0.6923543009938289
382,0.3005854962887834,0.30293670185791344
383,0.9112469292728388,0.9127419535422856
384,0.7444035380045707,0.745272891324249
387,0.14156628489762044,0.14387797440676514
388,0.5504850596363206,0.5422591331493641
390,0.053893319810059466,0.05336643901025442
394,0.7803499805712705,0.7802577764313047
402,0.4037224128506227,0.3981638204126794
404,0.13769371101905334,0.13932045548845146
407,0.20282934989495316,0.20186779243530886
408,0.9364252454935228,0.9365767237234666
410,0.7257387856714766,0.7301448263598465
412,0.9756449350290114,0.9755922469490308
414,0.5239236813161482,0.5256623879555049
415,0.12397505219412926,0.1250683298537247
416,0.3264289995192213,0.3280096419186364
417,0.2041070358344804,0.2078413035030987
420,0.8130758642491619,0.8127597357692788
421,0.030269301948800363,0.029492152769087905
423,0.6236622167192449,0.6231353359194399
426,0.5584212016833842,0.5582697234534402
428,0.15848574458136028,0.1598358766308607
429,0.4263914592622352,0.4199437554746208
432,0.042657586754216686,0.04323715563400225
433,0.36211200168601854,0.36717664337414463
436,0.012342182735433391,0.012513418995370037
440,0.9234178757483352,0.9242147829580404
441,0.14441802722656533,0.1424553962472915
443,0.031125483248483576,0.029986103518905138
444,0.6293722873871322,0.6369791289343177
445,0.5726799133281084,0.5719225221783887
447,0.6158709668921277,0.6209619526202441
448,0.4856260331803184,0.488510705559251
449,0.1287235654023723,0.1299353912419239
453,0.4912241416782471,0.4901308640186516
456,0.7999631183440137,0.8035590798026832
457,0.8711315423776813,0.8712500905576375
458,0.7483551440031087,0.7492903574227626
459,0.06806641332481543,0.06891600861450108
460,0.07031224273398448,0.07103670383371642
461,0.807194557321338,0.806410822131628
462,0.4748579068343026,0.4724210831352042
466,0.7838339798599814,0.7847691932796353
469,0.337348604095181,0.33956150345436226
471,0.6818825450977034,0.6812700461679301
474,0.906900162674447,0.9068408885844688
477,0.9009464096366498,0.9007158992867351
478,0.5450252573483406,0.5362922080915719
480,0.5146769232795695,0.5108702095009781
482,0.5791868912057009,0.5785414622259396
485,0.37502716729124,0.3795385841395707
488,0.6244722959489453,0.624024447269111
489,0.061177446867364337,0.06127623701732779
490,0.14437851116657996,0.14231709003734264
492,0.1690365325974565,0.1698005097571738
493,0.7018381553903199,0.702272832050159
496,0.4806996977021411,0.4807260417421314
500,0.33724322793522,0.3378030387850129
501,0.282981091565297,0.2888097104131404
502,0.5281716577645765,0.5291529732542134
513,0.886635009911945,0.8885910548812214
514,0.8675158228890192,0.8643150220302035
515,0.7868635444588605,0.7854738963493747
517,0.116183802367012,0.11540665318729952
523,0.02158894077201209,0.02065372735235812
527,0.4276164571217819,0.42886121301132135
530,0.9479441769792608,0.947529258349414
533,0.8145643025086112,0.8131219663191449
535,0.28431146558480475,0.2865309509539836
537,0.8054953667419668,0.8045535673123152
538,0.95959482866495,0.9602600156747038
543,0.04145234692466263,0.042163636004399464
544,0.5280267655446301,0.5243715299959826
547,0.029307744489156136,0.030183683818832036
548,0.7047755158492329,0.7082792731679367
549,0.8435822625578746,0.8441684174476577
550,0.958145906465486,0.9582973846954301
551,0.9749007158992868,0.9740906366695864
553,0.774040582993605,0.7722426022642702
554,0.32655413370917497,0.32809526004860473
555,0.6907802446044113,0.6907802446044113
558,0.060235647437712814,0.061058898687408214
560,0.7953068092757365,0.7923562767968282
561,0.2955669566706402,0.3040892536074869
564,0.3306835619776471,0.33183611372722066
566,0.5100140282012948,0.5195110546177809
567,0.2302534955248062,0.23579232993275684
568,0.4875557341096044,0.4894722630188952
571,0.5384129033107872,0.5401911260101293
572,0.2467646225886971,0.24083062758089266
573,0.13934679952844167,0.1332481542706982
576,0.3808689581590785,0.37690418014054544
577,0.4213399895941042,0.4297700823909851
578,0.7379031461369758,0.7371589270072512
579,0.579832320185462,0.5782714358160396
580,0.16310912359964966,0.15900603937116778
581,0.23174851979425304,0.2341260694033733
582,0.04310543543405099,0.041847507524516415
583,0.3010201729486225,0.2955010965706646
584,0.9319796887451676,0.9322694731850604
586,0.7724335965541995,0.7743303674334978
587,0.4724342551551993,0.4732640924148923
588,0.7920796643769306,0.7917174338270645
591,0.2093165697425529,0.21282032706125648
596,0.2365694791124693,0.2359042921027154
598,0.8809644553040431,0.879278436744667
599,0.7756804994829982,0.7735466322437877
600,0.9349302212240758,0.9343769963842804
602,0.621534935490032,0.6139676100028321
606,0.7394706165163959,0.7379755922469491
609,0.2727596040490789,0.26555450911174483
611,0.5264329511252198,0.5243912880259752
614,0.4031955320508177,0.3892463628759789
618,0.03129013349842265,0.0311386552684787
622,0.032844431857847564,0.03175774020824964
623,0.1360537945296601,0.13422288375033753
626,0.6397518391432918,0.6341669026653582
627,0.16611893016853602,0.1637413805594157
631,0.921554034919025,0.9218174753189275
633,0.6462983330808696,0.6472928205905016
635,0.5088680624617188,0.5075903765221915
636,0.9612281591443456,0.9613467073243016
639,0.7969664837951224,0.7965318071352833
640,0.0074619493272390786,0.006289639547672833
641,0.5266371174351443,0.5203869939474568
645,0.4747788747143318,0.4747327726443489
647,0.7971113760150688,0.797710702924847
648,0.11318058180812318,0.11462950400758708
649,0.6267510554081022,0.6297213459170031
650,0.30726371042631245,0.3144688053636465
651,0.8299887379229042,0.8272489577639179
652,0.3728340259620514,0.3775232650803164
653,0.953443495327226,0.9542008864769456
654,0.507478414352233,0.5079065050020746
656,0.7598279734188637,0.7563769041801406
657,0.7514505687019633,0.7514834987519511
658,0.3138497204238756,0.3122822500444556
659,0.0749751378122592,0.07053616707390163
661,0.6719113259613928,0.670686328101846
662,0.6738673709306691,0.6729519155410078
663,0.5209665628272424,0.5204594400574301
667,0.12174898081495288,0.1105132477591101
668,0.7060993038587433,0.7047557578192404
669,0.9498607058885516,0.9497882597785784
673,0.5880319026324282,0.589375448671931
674,0.6443291160915983,0.6451457813312961
679,0.16462390589908915,0.16247028062988597
681,0.4267536898121012,0.42884804099132623
682,0.15931558184105324,0.1607184019705342
686,0.8798909356744403,0.8805561226841943
687,0.24103479389081714,0.2396846618413167
688,0.0712738001936287,0.06934409926434268
689,0.6890020219050692,0.6802689726483004
690,0.9234508057983232,0.9237142461982256
692,0.7029050890099251,0.7037019962196303
694,0.2255774284265364,0.23053010794470385
695,0.07032541475397959,0.07072716136383095
697,0.8743455152564922,0.8744377193964581
701,0.7068764530384557,0.7035834480396741
702,0.35376094100910843,0.3523449488596324
706,0.3365516968854759,0.3438292379327832
708,0.034016741637413805,0.03217265883809611
710,0.4321673900300981,0.4270368882419964
712,0.2537392071761165,0.2584021022543912
714,0.5165671081488702,0.5174496334885437
715,0.4239546355631368,0.4234079967333391
717,0.2057601243438688,0.2046734326942708
718,0.03902210923556182,0.041900195604496926
720,0.2689792343104777,0.2597719923338844
725,0.5432997227289791,0.5466124857577533
726,0.8763871783557368,0.8771313974854614
730,0.04153796505463096,0.041472104954655316
731,0.7929226736566186,0.7914408214071669
732,0.3712928996226216,0.38012473902935373
734,0.6476287071003773,0.6472335465005236
735,0.15625967320218392,0.15863063680130665
737,0.4797644842824872,0.4810619282520071
738,0.2282052464155641,0.2286333370654057
740,0.5078735749520867,0.5062073144227033
741,0.24596771537899195,0.2461191936089359
746,0.7170979405546738,0.7201867792435309
748,0.3258889466994211,0.33441782964626543
753,0.6093113009345548,0.609910627844333
754,0.4066992893695213,0.41360142784696746
757,0.4856194471703208,0.48444055138075703
758,0.2450456739793331,0.24319500517001785
759,0.9369323682633349,0.93694554028333
760,0.6030019033568893,0.598859303068422
761,0.6996713581011216,0.6940403195532051
767,0.4998913308350402,0.5031382337638388
768,0.21148995304174872,0.213083767461159
771,0.7268518213610649,0.727602626500787
772,0.6714042031915805,0.6780363152591266
775,0.4746339824943854,0.4712356013356429
782,0.7742710933435197,0.7754038870631006
783,0.41963421300473536,0.4216561180739872
784,0.4915995442481082,0.48548114096037204
785,0.5251420931656974,0.5211509711071741
787,0.0867443376779046,0.08995831055671542
789,0.11862062606611035,0.11557130343723862
790,0.12225610358476525,0.11896309858598365
791,0.5547264500747512,0.5566956670640226
792,0.5909165750113609,0.5900472216916826
793,0.04061592365497211,0.03980584442527184
795,0.5278687013046885,0.5233572844563578
797,0.3821664021285984,0.3785177525899484
798,0.604529857676324,0.5931228883605445
799,0.2036262571046583,0.19999077958600345
800,0.3937182636643242,0.3900037540256986
806,0.14831035913512516,0.14418093086665307
807,0.1597700165308851,0.15948023209099232
808,0.4183367690352154,0.4174542436955419
811,0.40273451135098826,0.4004952679518167
812,0.9191633132899096,0.9182610299202434
813,0.05590205285931624,0.05586253679933086
814,0.4414273200866719,0.4498771709135455
815,0.6315522566963256,0.634924293815078
816,0.06954167956426957,0.07081936550379682
818,0.9343967544142732,0.9350882854640172
820,0.28706441776378616,0.2908711315423777
822,0.27947074823659585,0.27801524002713435
823,0.7798560298214533,0.7764576486627107
827,0.46927297035636895,0.4706099303858744
828,0.5237853751061994,0.5195505706777663
829,0.11426068744772355,0.11746148830653926
834,0.30348992669770875,0.3115051008647431
835,0.7350909198680163,0.7373367492771854
836,0.9421155581314172,0.9421748322213952
838,0.05523686584956236,0.0539789379400278
846,0.8092230484005875,0.8087488556807629
847,0.231327015154409,0.232156852414102
849,0.7941871875761507,0.7936668927863433
850,0.10211608501221704,0.1032883947917833
851,0.6900557835046793,0.6892259462449865
852,0.5556880075343954,0.5540085749850169
857,0.5243320139359972,0.5227645435565771
858,0.1889394548100924,0.18973636201979754
859,0.3816724513787812,0.3825220466684669
860,0.7920401483169451,0.7928172974966576
862,0.5140841823797888,0.5065102708825912
863,0.8283158913835231,0.8244564895249511
864,0.6566383687770438,0.6573694158867733
868,0.1784084248239889,0.17635358970474918
869,0.7149509012954681,0.71489162720549
877,0.2676554463009675,0.267029775351199
878,0.9272838636169051,0.9273233796768904
881,0.514624235199589,0.5119371431205832
882,0.4785790024829258,0.4702938019059913
885,0.3393902671944256,0.3376779045950592
887,0.7427767935351726,0.7404321739760401
888,0.8964218207683239,0.8973965502479633
889,0.8605346522916022,0.8601197336617556
891,0.4673630274570757,0.4586233921903093
898,0.006421359747624097,0.007099718777373105
903,0.6257697399184652,0.633883704235463
904,0.5753604193971167,0.5758543701469339
906,0.43048795748071933,0.4272476405619184
907,0.6704031296719508,0.6733470761408615
908,0.1995363448961716,0.19765274603686847
909,0.9519287130277864,0.95205384721774
910,0.4066268432595481,0.4098869182083418
911,0.7717223074744628,0.7663547093264488
913,0.3861180081271363,0.3837997326079941
916,0.39430441855410736,0.39109044567529655
920,0.7079499726680585,0.7207334180733286
924,0.48214861990160496,0.4825240224714661
925,0.2754203520880945,0.27603285101786784
927,0.4673696134670732,0.4646627633580748
928,0.6547942859777262,0.6579028826965759
932,0.3536950809091328,0.3525688731995495
933,0.30784327930609806,0.2952903442507426
934,0.3418205048835264,0.3462989916818694
935,0.4050132708101451,0.3984009167725917
936,0.6919854844339653,0.6924530911437924
940,0.8403880477090564,0.8410532347188103
942,0.7755948813530299,0.7744818456634417
943,0.3650230181049415,0.3646278575050877
944,0.0781232505910944,0.08031639192028292
945,0.6555121610674605,0.6559600097472948
948,0.4935753472473771,0.4917312644480594
949,0.6831075429572502,0.6839110361769529
958,0.0669797216752175,0.06884356250452789
959,0.6467988698406845,0.6419252224424876
961,0.2897449238327944,0.29423658265113245
962,0.11030249543918808,0.11268004504830838
964,0.7062310240586945,0.7059214815888091
965,0.3058213742368461,0.3083569880859079
967,0.0911240343262841,0.09045884731653024
968,0.96767586293196,0.9686374203916042
970,0.74172961794556,0.7412817692657258
973,0.09281005288566027,0.09992952969302607
974,0.4839795306809276,0.4828994250413272
976,0.3485316490710433,0.3342202493463385
977,0.658897370206208,0.656289310247173
978,0.04024710709510857,0.03865329267569828
979,0.9014732904364549,0.9014140163464768
981,0.7178685037243887,0.7288473823903264
984,0.024038936491105597,0.02388087225116408
986,0.025659094950506136,0.02594229338040135
989,0.9349236352140784,0.93327054670469
990,0.9455468693401476,0.9458893418600208
993,0.13684411572936767,0.14034787304807128
994,0.5236799989462384,0.5228962637565284
997,0.027779790169721482,0.029399948629122017
999,0.8873001969216989,0.8883342004913164
1000,0.978562537457932,0.978437403267978
1003,0.32244446347069555,0.3230635484104665
1006,0.4244090702529687,0.4301520709708437
1007,0.602916285226921,0.6049250182761777
1008,0.17294862253600898,0.16926045693737365
1009,0.5953160296897331,0.5945322945000231
1017,0.06231682659694277,0.062441960786896476
1018,0.8210712803862036,0.8191547514769127
1019,0.9950539064918299,0.995146110631796
1020,0.8003977950038528,0.8032561233427953
1021,0.012664897225313988,0.01173626981565758
1027,0.8066413324815427,0.8059827314817863
1030,0.5606275150325678,0.5621883994019903
1031,0.6989007949314067,0.7046898977192647
1033,0.10428946831141288,0.10533664390102544
1035,0.8715201169675375,0.8712698485876301
1038,0.6714503052615634,0.6724579647911906
1040,0.3351357047359998,0.3374737382851347
1041,0.8392881840394634,0.8405000098790151
1043,0.09453558750502183,0.09755198008390577
1044,0.16166020140018572,0.16410361110928168
1047,0.5116276006506978,0.5075508604622062
1048,0.050198568201426534,0.0501327081014509
1049,0.7123033252764478,0.7099323616773249
1051,0.9803802762172592,0.980492238387218
1053,0.7293215751101508,0.7259561240013962
1054,0.40690345567944575,0.40381461699058857
1056,0.6098711117843477,0.6116690925136824
1059,0.7397340569162983,0.7480719455732133
1061,0.7152340997253633,0.7163537214249491
1069,0.30945685175550103,0.31344797381402423
1071,0.13878040266865124,0.1384511021687731
1073,0.7595777050389563,0.7751602046931907
1074,0.4338995106594572,0.4459980110249807
1075,0.8282961333535305,0.8202546151465058
1076,0.6213373551901051,0.6214098013000784
1080,0.1918043691590324,0.1907440215494247
1083,0.8383463846098118,0.8385110348597509
1084,0.7964000869353319,0.7981058635247008
1085,0.24625749981888476,0.24698854692861424
1086,0.42205127867384096,0.42205127867384096
1087,0.1859164762212109,0.18927534131996807
1088,0.35061282823027323,0.3468522165216647
1089,0.30876532070575685,0.3053801115670093
1090,0.5742144536575406,0.5757292359569802
1091,0.9826261056264284,0.9820860528066282
1092,0.22808669823560795,0.22950269038508397
1095,0.8284146815334865,0.8296989534830114
1096,0.03511660530700685,0.034043085677404064
1097,0.20601697873377373,0.20659654761355928
1098,0.7561859098902112,0.7562912860501723
1099,0.5853118805034346,0.5833624215441559
1100,0.9052075581050733,0.9037652219156068
1101,0.572791875498067,0.5723571988382279
1104,0.6949228448928786,0.6960819826524497
1105,0.7618959805580985,0.7616193681382009
1108,0.5948550089899036,0.5974433109189461
1109,0.2295619644750621,0.2270922107259759
1110,0.3654708667847758,0.3589573028971858
1111,0.15160995014390433,0.14990417355453545
1115,0.8214203389160745,0.8223160362757429
1117,0.08883868885712969,0.08973438621679827
1119,0.565435302330789,0.5631828869116223
1122,0.7259231939514084,0.723637848482254
1123,0.03154040187833005,0.03248220130798159
1124,0.2626303206728268,0.2622483320929681
1125,0.08996489656671297,0.0899451385367203
1126,0.7854870683693698,0.7836232275400594
1127,0.34583797098203994,0.33954833143436713
1129,0.05105474950110974,0.050422492541343684
1131,0.7461620026739201,0.7419271982454869
1133,0.3779908717901434,0.3766473257506405
1134,0.9194860277797902,0.9191830713199024
1136,0.9835613190460823,0.9832912926361822
1137,0.6550050382976481,0.6506121696292735
1140,0.4048156905102182,0.40374875689061296
1142,0.3157003892331909,0.31618116796301304
1144,0.43864802386770013,0.4320356698301468
1145,0.11639455468693402,0.11492587445747746
1147,0.7805475608711974,0.7792171868516896
1150,0.1797849009134796,0.1787640693638573
1154,0.1500754098144721,0.1537438173831148
1156,0.93745924906314,0.9381507801128842
1158,0.2611682264533677,0.2640397268123053
1159,0.369145860363416,0.3638441223153777
1163,0.7047689298392354,0.7078643545380902
1165,0.27530180390813835,0.2769680644375218
1166,0.6467659397906966,0.6471018263005723
1167,0.4962690253363805,0.4994237241252133
1170,0.5840802966338903,0.5823086599445458
1171,0.22761250551578335,0.22588697089642185
1172,0.05262221988052978,0.05513148968960135
1173,0.456654175201038,0.4548561944717032
1175,0.047557578192403686,0.046220618162898366
1179,0.4770708061934838,0.4780587076931183
1183,0.8328668242918392,0.8339666879614324
1184,0.10448046260134222,0.1054156760209962
1186,0.17416044837556066,0.1747531892753413
1187,0.9219162654688908,0.9228778229285352
1188,0.5334338797526295,0.5358114293617497
1189,0.5255240817455561,0.5235877948062725
1191,0.17740735130435928,0.1726259080461284
1192,0.22015714219854185,0.2227059280675988
1193,0.9246889756778652,0.9226473125786204
1195,0.11109281663889566,0.10332791085176868
1197,0.586510534322991,0.6020074158472573
1198,0.8033812575327489,0.8021167436132168
1203,0.7340635023083965,0.7383575808268077
1204,0.8899807029907072,0.8901190092006558
1205,0.8914954852901467,0.8913176630202124
1209,0.8475602125964027,0.8463879028168365
1210,0.686789122545888,0.6867166764359148
1211,0.5701311274590515,0.5738785671476649
1213,0.7832346529502032,0.7764971647226959
1214,0.4638790281683648,0.4643071188182064
1215,0.2675039680710236,0.2726410558691228
1217,0.5548713422946976,0.5538834407950631
1218,0.7251131147217081,0.7261734623313159
1220,0.3014614356184593,0.3064602172066097
1223,0.4141480666767653,0.4104928311281176
1224,0.8648287308100133,0.8628331697807518
1226,0.7108280590369936,0.707897284588078
1228,0.11656579094687065,0.11374039265791605
1229,0.8445833360775041,0.8435690905378794
1242,0.8914362112001686,0.8910805666603002
1243,0.4207077326343381,0.41763206596547614
1246,0.16909580668743454,0.17659727207465897
1248,0.3058872343368217,0.31029986103518903
1249,0.31535133070332,0.3102932750251915
1252,0.918102965680302,0.9182017558302652
1253,0.07794542832116019,0.08100792297002707
1254,0.7010083181306269,0.7011532103505733
1255,0.06364061460645297,0.06397650111632869
1256,0.3570276019678998,0.35905609304714925
1258,0.19804132062672472,0.1978503263367954
1260,0.5784624301059689,0.5780343394561273
1261,0.7192383938038818,0.7081936550379684
1262,0.6017044593873694,0.6068217891554759
1263,0.7868964745088483,0.7876999677285509
1264,0.6148501353425054,0.6066900689555247
1265,0.24732443343848995,0.2463826340088384
1269,0.883605445313066,0.8842442882828296
1271,0.2036591871546461,0.20041228422584745
1274,0.9002614645969033,0.8999321640970251
1275,0.18520518714147408,0.18147750548285327
1277,0.5946442566699817,0.589105422262031
1280,0.6017439754473547,0.6088766242747157
1281,0.7419535422854772,0.7415847257256136
1282,0.9329610042348044,0.93248681151498
1285,0.0132708101450898,0.010517857966108391
1287,0.6032060696668138,0.6007033858677397
1288,0.6336400218655532,0.6333370654056653
1291,0.2599629866238137,0.2629003470827269
1295,0.07482365958231525,0.07008173238406976
1297,0.8383793146597996,0.8367328121604088
1300,0.7623438292379328,0.7608751490084762
1302,0.17603087521486854,0.17765103367426913
1303,0.7184480726041742,0.7190605715339475
1305,0.416835158755771,0.4160777676060513
1307,0.0824502591594934,0.08732390655769015
1309,0.5628931024717295,0.5584146156733866
1313,0.37253765551216106,0.3713060716426168
1314,0.5792066492356935,0.5796940139755132
1316,0.7800404381013849,0.7810744416710025
1317,0.3153447446933225,0.3046951665272628
1321,0.5450516013883309,0.5546144879047926
1322,0.26408582888228826,0.2664963085413964
1327,0.6479119055302726,0.646127096820933
1328,0.8437403267978161,0.8412903310787225
1330,0.5866685985629326,0.5893425186219433
1333,0.23519958903297614,0.2317419337842555
1334,0.9554192983264947,0.9546487351567801
1337,0.40246448494108816,0.40388706310056177
1339,0.4963282994263585,0.4936938954273333
1341,0.25125628140703515,0.2506306104572667
1343,0.7095240290574761,0.7115130040767402
1344,0.6458570704110329,0.6424586892522903
1346,0.7818318328207222,0.7815354623708318
1348,0.6158775529021253,0.6154428762422861
1352,0.7743830555134783,0.7723479784242312
1353,0.9504402747683371,0.951059359708108
1357,0.7563703181701429,0.7537622582111079
1358,0.10022590014291642,0.09902066031336236
1360,0.2643295112521981,0.2629464491527098
1364,0.027318769469892056,0.027601967899787267
1373,0.4859685057001917,0.4850662223305255
1377,0.6884422110552764,0.6890876400350375
1378,0.8491671990358082,0.8531912511443193
1381,0.5823020739345482,0.5754789675770727
1382,0.3926842600947068,0.4028464735209468
1384,0.18355868464208328,0.18303180384227824
1385,0.4311926605504587,0.4315417190803296
1386,0.3195861351317532,0.3229713442705006
1391,0.8750502183262314,0.8744904074764386
