ID,tsne1,tsne2
157,49.374256,-7.9277015
159,11.748096,1.9515384
161,36.343094,0.74668956
162,36.82007,25.214651
163,-2.0811338,-30.491009
165,14.944205,45.478092
166,28.720171,8.327594
169,-7.6840715,-50.228653
170,16.41889,11.221046
171,37.134193,-3.8719163
172,-31.194738,2.7296548
173,15.359407,4.354647
175,-1.8917148,2.7686565
176,-14.01653,19.867716
177,-13.546641,-2.9153326
178,22.408798,-8.090219
179,13.717855,26.529192
180,13.876912,-25.314629
182,-21.215466,-10.429604
183,28.489086,15.269059
184,28.287113,-3.9173079
186,14.893444,-35.068626
188,6.23049,35.401165
191,-35.565628,24.41089
192,-34.291634,-36.814056
193,-2.4053786,-39.815487
195,12.8028965,20.49837
196,33.220848,4.6833186
199,3.1017349,31.45304
200,-13.073991,-6.663886
202,5.2265496,-44.86782
203,-0.80541366,29.322481
204,-21.482203,9.528201
206,-1.1184701,-1.7787002
207,36.221516,12.6577
209,-3.7126224,9.951347
210,-27.34018,33.833527
212,32.254604,-19.205093
213,-13.383292,-0.8451081
214,-5.9322424,-32.34872
215,-4.2836742,0.62883234
217,-18.632254,-4.2639666
218,6.419729,-32.378696
220,-14.657154,-41.25638
221,43.449486,2.0284607
222,-13.338351,20.321667
225,25.816715,-22.486246
227,15.381274,-7.3196344
228,3.3647594,-5.7954955
231,-5.388397,-6.310827
232,-1.5783501,15.717711
233,0.3617851,-21.405712
234,3.8795059,-34.835064
235,-22.650827,-15.244149
236,-21.848913,21.265625
239,-2.073373,-36.04323
241,13.263677,-15.145907
242,29.224602,-12.099421
244,-36.62686,-26.054422
252,13.120376,-32.126976
253,9.885566,2.6195507
254,14.599611,-5.8579097
258,-21.140999,30.731398
259,16.406013,-26.31591
262,-16.09022,42.577
265,18.250158,35.281326
266,-14.028064,15.795094
269,-22.650827,-15.244149
270,12.235121,6.070306
271,12.688691,14.234872
273,-2.757575,-33.168385
276,-15.643502,7.9891033
279,-22.139597,-40.43733
285,-3.7162693,14.2276945
287,-22.002312,25.272274
288,-9.73613,-34.573772
289,4.161207,-47.93749
292,21.537178,-26.716452
294,-2.6324024,47.02822
296,32.647736,18.49499
299,-15.49513,9.169428
301,-8.256785,6.527874
302,-35.311615,9.531871
303,-20.039824,42.67925
306,-34.64556,-31.58693
307,-16.184021,-3.8231308
311,0.26833087,-0.5138638
314,-7.8473306,-11.381893
316,-22.951683,-3.4697618
319,-29.900345,26.768015
320,-12.926085,25.604656
322,-0.89941365,26.613123
324,-6.6048164,20.782522
332,-11.671645,-21.209644
333,15.511115,29.965385
340,-25.851109,13.158136
342,-17.787266,22.676636
344,28.478153,10.360035
345,-23.094221,-15.007502
347,-34.291634,-36.814056
349,-11.051082,-27.54031
353,-13.235386,44.887127
354,42.59692,4.4806886
355,23.083332,-8.1237
356,-2.8612754,-4.674116
359,-13.152589,-27.70004
362,-2.9714096,28.114038
363,-23.800493,0.28390834
369,46.781204,18.02874
371,26.244814,20.475271
373,43.781036,-0.88209397
374,13.831771,-30.118584
375,-34.61391,12.491585
378,-5.9140944,-20.462938
382,38.264557,-3.3939004
383,-38.663406,18.635092
384,47.368164,0.03293185
387,4.430222,45.872963
388,-22.20359,13.741989
390,-8.77272,-41.06586
394,16.415321,-1.2561034
402,14.975542,-17.690891
404,-37.166775,20.134096
407,-12.356281,-19.31568
408,-11.746513,40.41465
410,6.217195,40.69724
412,-4.827151,-41.38934
414,20.676626,-41.972916
415,19.302126,23.639372
416,31.575817,-17.768612
417,16.978422,27.68976
420,46.2399,21.146315
421,-23.12778,17.753489
423,24.202482,-3.6775756
426,14.77735,16.364033
428,5.755926,40.06591
429,18.156803,6.468399
432,43.36818,-3.7283638
433,42.131363,18.533243
436,44.99749,14.165832
440,33.25261,-23.490774
441,29.326836,-6.0003953
443,-19.000008,13.14794
444,2.7209284,16.85429
445,20.119995,-28.850758
447,-22.855873,-16.424145
448,-25.512342,-25.287367
449,-26.183376,-7.04526
453,-21.152279,13.159364
456,-34.71206,11.56856
457,29.911905,-8.455408
458,-15.359999,40.730984
459,15.333576,-28.335987
460,-27.233416,23.265707
461,-7.8167367,26.989206
462,14.468868,19.589046
466,1.3496116,-14.505644
469,41.199326,6.726547
471,-41.821655,-17.615335
474,-16.866215,10.43447
477,-6.6296563,-43.629875
478,6.69033,8.696135
480,32.23839,-2.6455586
482,1.1150639,-49.908516
485,13.170121,-34.017887
488,-22.650827,-15.244149
489,11.263042,28.210184
490,2.7794516,19.213665
492,33.70782,-26.168587
493,-31.139832,13.135095
496,0.5612479,-31.893446
500,3.8967505,-15.836883
501,1.4279231,-24.881376
502,15.204785,6.3229036
513,14.405605,22.968557
514,18.611403,-14.14374
515,-7.1507597,43.787476
517,-3.8101988,-49.60993
523,-10.950394,22.414597
527,4.3225574,6.7319555
530,-33.95444,30.170122
533,6.786305,32.273556
535,-4.2651677,-3.1386752
537,25.251858,-26.918388
538,-14.172258,48.457104
543,-13.270291,8.569785
544,26.0461,22.595594
547,7.4482546,23.728601
548,0.37500826,13.221053
549,14.9542055,29.074902
550,-11.177981,50.929638
551,0.38051313,-38.11862
553,42.90624,-11.167864
554,-25.749243,-43.84145
555,-31.133875,8.222058
558,-12.217951,-29.71338
560,25.68252,-40.109894
561,5.76319,15.745311
564,-7.028834,-21.590628
566,-9.824816,-8.4608755
567,35.28619,-24.914936
568,8.429416,34.186325
571,-33.1166,1.1803074
572,30.794973,-2.3043563
573,5.7293015,-18.042408
576,19.74654,47.227352
577,31.387064,13.678228
578,-43.866066,1.1038747
579,40.46931,33.286507
580,16.688559,-10.576496
581,-29.03919,13.685004
582,-37.6252,30.385746
583,-26.527208,-31.611227
584,-44.875107,8.699893
586,21.99394,-8.093758
587,-33.855076,-19.866106
588,-2.6901135,-22.316454
591,32.845867,-27.106682
596,42.415413,18.229671
598,35.605396,2.7331223
599,2.4825454,-4.512916
600,-23.627275,-28.539085
602,-11.384175,15.0015745
606,19.690748,-47.564816
609,25.334265,-27.069006
611,12.114735,5.5572367
614,-2.2816153,-7.852416
618,19.532616,-5.624619
622,-26.913355,20.794285
623,16.080236,-11.326854
626,6.917461,-36.435165
627,-39.37045,-23.688179
631,-4.8079243,11.953188
633,8.952908,-18.310446
635,-14.309682,11.144396
636,-33.5328,-12.70293
639,-9.527418,-28.599514
640,2.9252257,24.814472
641,-13.91215,-36.038525
645,35.542603,-5.572563
647,22.957006,-24.444036
648,-26.423811,-10.410597
649,-17.147327,-14.292344
650,-7.41766,-28.481256
651,29.52961,24.495481
652,-31.177212,-17.896263
653,14.768372,-29.940128
654,20.813423,-22.988087
656,2.593978,10.590754
657,33.59881,27.989027
658,17.267199,38.103878
659,-4.9178357,23.097742
661,41.64424,27.580742
662,27.223368,1.1614982
663,11.003636,11.331998
667,-0.47015753,18.33965
668,-44.843105,23.288536
669,-45.30567,0.60885155
673,20.760536,10.435615
674,-44.057858,-9.453798
679,12.657669,-15.248254
681,26.758423,41.81057
682,17.50752,25.774443
686,-8.6449995,-28.078442
687,-38.440964,-6.3651695
688,28.942911,20.146534
689,-20.045889,-4.8169246
690,0.7377198,44.513924
692,-11.074687,23.382006
694,9.383719,-15.742269
695,-33.85011,6.446394
697,25.593155,0.64857775
701,2.0728977,-31.35818
702,36.136654,13.664745
706,9.101534,-8.541019
708,1.5468254,22.000687
710,-10.725808,10.525455
712,7.0511947,-11.021631
714,11.150236,40.812405
715,40.76262,-23.355019
717,-3.7517326,25.154425
718,-12.672656,4.8724866
720,-1.5288688,-2.1438525
725,-7.481756,-8.640308
726,-15.123121,-33.350002
730,-29.785818,-2.434542
731,6.568708,-4.303309
732,23.312084,-10.301843
734,-50.35855,11.277505
735,40.404247,33.356056
737,-5.285768,-26.033144
738,-9.029839,30.26436
740,17.728325,-0.5806176
741,-1.7388617,-10.651931
746,33.270844,-31.366276
748,-1.3895384,-35.303867
753,-22.353123,-13.800134
754,36.912754,18.564262
757,4.2922597,5.3687253
758,20.729868,-19.115025
759,13.755008,-45.167717
760,22.615969,-13.257836
761,9.506108,-18.224482
767,7.9016633,1.4433367
768,18.101547,28.944212
771,-42.19423,-21.923445
772,13.373337,3.0283787
775,16.011993,25.443026
782,-31.19179,-30.269735
783,3.9981496,6.954614
784,8.484113,2.9027486
785,25.699348,14.161778
787,27.935844,-28.038574
789,-0.30109593,33.152966
790,-29.429995,30.057035
791,-15.572414,-10.411986
792,24.44959,-15.07532
793,-38.038284,30.630764
795,1.4730879,14.4253
797,22.904575,-18.687155
798,12.702229,3.7228627
799,12.930971,-15.5718565
800,27.231373,-33.009487
806,-25.891712,-0.55064297
807,17.349417,14.159232
808,6.391362,-27.385132
811,34.658554,-29.964329
812,33.400597,-31.314144
813,-18.117218,12.273274
814,-23.286438,-3.5992723
815,3.206072,12.509287
816,-12.144287,-29.86024
818,-12.8914,44.6928
820,6.6810427,-11.373934
822,-23.479563,-31.08754
823,3.9355824,41.551296
827,22.885569,3.355704
828,-1.7769523,10.679409
829,-16.516123,-49.38249
834,5.3595853,-34.712444
835,15.649134,1.7089987
836,-18.532124,-13.374026
838,32.67402,30.475306
846,24.775246,-0.71599007
847,14.001231,-14.380605
849,21.157515,-36.30019
850,27.962545,14.8716135
851,36.105064,-14.062107
852,-16.167688,30.73781
857,17.931137,16.238184
858,-26.701523,17.290916
859,24.047249,31.001177
860,-43.631332,-6.7779045
862,-0.7511006,-3.257082
863,-38.709103,-14.842337
864,-34.23159,-31.144371
868,-29.560726,-11.863428
869,34.203056,-37.412357
877,29.613226,-14.795787
878,19.491241,-39.134182
881,-21.489304,15.392342
882,36.816948,-1.7685401
885,9.609661,-10.681157
887,-30.076935,-9.947692
888,14.269567,21.011513
889,-32.01413,4.0482125
891,20.448761,-44.299744
898,-37.43747,16.566298
903,-10.028692,-8.693789
904,7.4100647,5.9626365
906,-26.993069,1.2763071
907,-21.30581,-26.113268
908,6.8347425,-20.478659
909,-2.1585915,46.722263
910,29.945145,20.146849
911,5.0055175,23.621254
913,-38.090477,24.87574
916,-43.38104,3.5342305
920,12.377442,-7.0759063
924,20.21402,-21.817656
925,-15.849275,40.280487
927,16.01113,-31.937155
928,7.248169,4.307155
932,-36.410454,-15.255385
933,-11.277496,-18.558655
934,38.59987,20.753813
935,-4.433412,-7.228288
936,-24.62555,16.481405
940,33.617054,2.491992
942,-16.55026,33.740807
943,40.795433,23.769114
944,-9.787797,-30.270557
945,-9.250048,43.016724
948,-1.3237766,-24.779932
949,13.060247,-35.906517
958,37.105175,-3.887566
959,27.713657,22.888718
961,-8.39491,-5.162306
962,49.959732,-11.860834
964,-2.068947,3.088494
965,-7.2778277,-33.991676
967,-15.517699,-18.952934
968,-26.083458,-18.601614
970,31.243797,-18.4295
973,38.978294,-6.047231
974,-44.94543,4.9714823
976,24.45278,1.1286056
977,2.977787,12.072505
978,25.028055,-7.983474
979,24.535913,-15.053019
981,-14.79139,31.777462
984,2.2664309,20.148897
986,-8.606387,22.770199
989,-10.473042,28.68996
990,-32.368034,-4.7125688
993,-52.164677,-3.4970038
994,-10.87739,4.211588
997,-24.703281,-2.3783534
999,1.9372216,34.938515
1000,-29.985216,-7.681046
1003,15.45241,29.865269
1006,17.927767,20.550434
1007,16.773487,14.552333
1008,15.969335,3.7143488
1009,2.3749933,-19.024467
1017,-36.649555,6.553897
1018,14.706009,-24.83764
1019,-30.41889,-22.841764
1020,-10.008746,-15.845448
1021,-23.23131,25.314117
1027,-43.634083,1.907674
1030,-3.4552672,5.6048784
1031,45.879738,-6.5828376
1033,-11.455733,32.53728
1035,5.277432,38.508465
1038,-8.5917425,-8.142084
1040,-2.8885474,-7.761702
1041,-18.043234,-7.9849734
1043,-36.620792,-29.277401
1044,-28.183867,-15.165402
1047,-31.931524,-11.275409
1048,-22.991348,25.324598
1049,14.019586,-17.962906
1051,8.126283,-29.477797
1053,18.25113,-32.496304
1054,35.98164,15.518809
1056,-12.029513,-2.8401096
1059,-3.2269964,4.3555884
1061,29.230219,42.174637
1069,-6.9320107,-10.410081
1071,31.132336,1.2514524
1073,4.730023,-8.535827
1074,31.846516,12.344571
1075,-16.684427,15.285948
1076,-22.878716,-15.502292
1080,-1.7192162,-29.279335
1083,-0.14598812,-18.096512
1084,9.086384,21.461239
1085,19.742895,47.22894
1086,0.07093566,-18.388542
1087,-2.5413575,-35.918716
1088,-14.59808,5.819557
1089,48.739292,7.333876
1090,-36.750717,-26.19936
1091,0.45888317,37.220634
1092,29.338472,-38.739056
1095,-24.944368,-23.536165
1096,-8.428717,22.36422
1097,-41.417038,18.591835
1098,26.852776,4.714029
1099,3.4048462,-24.202705
1100,0.26550123,45.973648
1101,15.0231285,-17.68998
1104,10.418462,30.092453
1105,-37.182255,20.128653
1108,-0.6082235,19.30375
1109,39.890667,6.4540153
1110,-7.9781666,-3.377843
1111,12.809177,26.360798
1115,-11.040587,-27.559822
1117,-7.7763386,27.039381
1119,-6.1271305,-43.585598
1122,-16.03192,-39.273376
1123,16.376152,-7.1802177
1124,-10.3655815,5.9052587
1125,-33.506725,-25.229006
1126,-24.902567,3.564327
1127,-37.055534,13.920472
1129,-44.311726,-25.330198
1131,-16.028065,0.8468949
1133,-11.601382,-1.7173219
1134,-27.14713,-37.17797
1136,-27.31365,30.762175
1137,-31.340147,33.17619
1140,-9.732967,-34.59377
1142,34.19977,-7.3848147
1144,-5.8020253,-10.063839
1145,-23.008318,-40.372746
1147,-26.811129,34.26159
1150,14.145316,-13.66957
1154,42.27658,26.422077
1156,24.280249,21.151276
1158,-34.18616,-25.128675
1159,34.811172,-14.025762
1163,-8.762975,17.409311
1165,12.317801,26.327276
1166,-47.668884,2.9373152
1167,-31.20273,8.450414
1170,24.699364,-25.266321
1171,32.204895,17.93826
1172,-5.9370823,40.486008
1173,-21.448084,-7.722632
1175,42.84746,19.73307
1179,40.632668,-9.600471
1183,-37.251263,-34.200268
1184,14.189861,-25.242819
1186,-40.575344,22.245893
1187,-0.84463733,19.932318
1188,-37.39962,12.162758
1189,-23.248339,4.408135
1191,23.349422,-10.069036
1192,-12.767736,5.8321657
1193,-35.592815,1.8856834
1195,2.075487,-17.843794
1197,-6.877875,0.11345348
1198,23.667622,-38.31742
1203,0.284615,-21.268072
1204,-18.884134,7.4859815
1205,25.797277,-12.126287
1209,-25.406319,-23.634567
1210,-22.701897,-36.17303
1211,29.5917,-14.798364
1213,22.449083,-22.863295
1214,4.860198,10.733562
1215,-5.419081,-7.392051
1217,-26.601364,-5.924816
1218,27.774656,-3.2841985
1220,32.24683,17.098024
1223,14.412143,-25.074572
1224,6.903661,-18.097296
1226,26.089828,-37.84521
1228,1.1432667,15.802519
1229,15.7123995,-23.861773
1242,-25.812803,-8.989665
1243,41.492504,-15.40573
1246,18.670565,-1.5218865
1248,9.235289,19.658033
1249,31.461824,-17.159546
1252,-45.759068,-3.296597
1253,-7.851712,-35.802013
1254,19.382793,14.518794
1255,-20.469158,30.87811
1256,28.363644,30.633123
1258,-30.903257,-24.833567
1260,16.73616,3.2220316
1261,41.612976,-30.573446
1262,18.681993,-12.477568
1263,-12.018737,23.925762
1264,34.757877,29.0388
1265,2.5945969,-13.247533
1269,-23.188683,-22.643028
1271,-24.059515,24.827787
1274,-40.968754,2.0660777
1275,-8.563067,-10.321143
1277,-40.447357,-2.8899496
1280,-15.101192,14.827826
1281,-41.940784,21.477777
1282,-18.010553,-23.275234
1285,19.971794,-6.2842107
1287,11.541713,37.87447
1288,-8.228108,34.87282
1291,21.558378,16.128103
1295,-2.8475826,-11.854301
1297,-25.866213,-7.8815217
1300,6.648602,-3.8416693
1302,42.978386,-14.568627
1303,-43.68424,-6.6974435
1305,-27.518919,10.115684
1307,26.996218,2.5612738
1309,21.049248,-6.4890823
1313,-29.438673,-40.791866
1314,-19.56672,-25.35122
1316,47.390144,0.03275117
1317,-2.8890452,-2.6204634
1321,3.3071294,-5.8183794
1322,-17.099894,-14.571725
1327,24.513226,-31.281578
1328,-27.212341,23.716625
1330,-7.0209727,32.903503
1333,17.175322,27.070345
1334,16.86674,-33.81985
1337,11.411625,12.789873
1339,-0.24684557,18.070944
1341,-32.40658,-40.45883
1343,38.58861,29.964928
1344,-14.482291,13.741688
1346,-32.944527,13.9818
1348,-24.589472,-14.472513
1352,19.634415,-21.575583
1353,2.7645328,-44.08414
1357,-21.280582,24.89947
1358,-0.8497224,26.070513
1360,-2.8918984,-7.993084
1364,0.13676566,-10.830213
1373,-5.157033,5.872544
1377,-1.4207458,-13.453491
1378,-8.324404,12.087217
1381,-14.5105295,37.081272
1382,11.168748,5.712881
1384,-39.370483,-23.68831
1385,3.4332488,-38.26299
1386,29.960295,-27.344751
1391,-19.779917,11.030341
1392,-30.01134,-10.025837
1393,24.096962,36.585835
1395,25.661901,24.21525
1398,-13.739499,29.487965
1401,-35.64866,5.857172
1406,34.067753,-7.6707063
1408,19.96828,-28.647964
1410,-7.28452,-41.438637
1411,-38.23294,-18.119183
1412,4.631091,-42.2661
1414,-25.729805,39.765842
1417,3.7292507,-34.599915
1419,-28.896376,-19.12956
1420,-8.631246,28.50314
1421,12.969815,-11.990985
1424,24.849154,-17.486843
1426,25.580788,18.00432
1427,-9.724094,5.7816253
1433,-36.43785,-16.5068
1437,-16.363049,24.931877
1439,31.476671,14.210656
1440,-20.046452,3.7680206
1441,24.50174,-8.054023
1442,11.035116,8.368593
1444,-32.86617,27.218102
1447,36.10915,-15.798255
1448,-4.316307,51.837505
1449,39.542847,2.5491068
1450,14.067812,7.0120354
1451,30.9789,30.84346
1452,18.435823,18.11061
1454,-24.767714,-25.233559
1455,-10.5234,28.69697
1457,-14.542649,-15.675475
1464,-11.086306,-1.1476572
1465,-9.332291,34.78738
1468,-39.05835,14.606294
1472,39.813454,23.829372
1474,-15.120935,-2.6719158
1475,18.521332,8.610139
1478,-23.855112,-24.852242
1479,3.92734,-30.821037
1480,41.01182,19.254457
1483,22.86024,5.399359
1484,-10.364889,9.947807
1487,14.250211,14.537494
1488,-15.059075,-45.089043
1489,7.689809,40.731373
1492,1.0700614,32.993332
1495,4.4493375,34.917427
1496,27.285675,13.250089
1497,1.966202,39.637646
1498,-31.309435,-17.368126
1499,22.610107,-13.556457
1501,-41.92522,21.503904
1502,23.793686,0.08083187
1503,-8.781092,50.535984
1505,-24.307692,7.0326514
1507,41.250423,15.929887
1508,8.100817,-32.501854
1510,-6.1361713,15.746475
1511,1.9263742,-22.389555
1513,2.368621,-3.3129194
1515,-17.080215,-15.0426235
1516,-4.756514,-15.558541
1517,23.40969,-28.068983
1519,33.573822,-30.342152
1521,-8.3495,-9.651595
1523,0.9266121,28.19174
1524,0.8776485,-4.2069893
1527,-40.512978,27.781471
1528,26.94763,17.941355
1531,42.14374,1.5974898
1534,-4.452056,-27.680218
1535,-41.145454,-13.998335
1536,0.8645346,-15.298035
1538,29.970987,11.807024
1539,1.1142485,-33.605194
1540,14.554586,39.762756
1541,-0.48671597,9.411443
1543,-17.863228,14.3682165
1547,22.623453,-5.553942
1548,34.911537,-11.08402
1550,-9.761114,7.0421453
1553,13.840476,8.4425745
1554,27.502857,2.7854624
1557,-2.152109,-14.588039
1559,-2.5879943,-8.060168
1564,10.819942,-9.446881
1565,-22.607477,-35.983303
1567,-40.610195,4.082152
1569,35.912296,-28.453083
1571,11.249952,48.509792
1572,-13.075252,-44.05061
1573,-2.7228477,-46.13939
1574,-37.468887,-4.8202024
1576,-35.221504,2.9290862
1578,-14.460003,24.217796
1580,-6.956547,-10.314126
1583,-8.655536,14.515347
1584,9.737134,35.78398
1588,8.292745,-25.188332
1589,-32.53084,-6.8916326
1590,-52.164654,-3.4970076
1591,41.689835,24.074654
1592,45.101944,9.348537
1594,-31.390112,13.080894
1595,1.1010517,19.727028
1596,-41.520382,-8.431454
1598,-18.047987,-29.263672
1600,0.4589807,12.306052
1601,-30.093044,-4.179947
1602,40.23358,13.244262
1603,-11.73352,0.9609574
1604,4.3836646,23.211653
1605,-2.2777073,-17.29987
1606,5.038208,-42.37726
1607,-26.077316,-34.219772
1610,-28.169765,-12.4977045
1611,9.565468,38.879715
1613,-10.001643,-32.07019
1614,13.961954,-3.3942053
1617,-0.8021799,31.876213
1620,6.4941864,7.233805
1621,-24.276018,7.048279
1622,0.56224275,-5.329195
1623,-15.700989,16.23157
1626,-34.349663,-37.458958
1629,-28.44376,19.216503
1630,13.131524,-21.975962
1631,-19.686943,8.72686
1632,-0.32034862,-3.831807
1633,24.278175,5.7260456
1634,-27.895876,26.469175
1638,8.925034,-18.296211
1639,35.87394,-0.47691536
1641,35.768646,18.364498
1643,-28.981674,-4.5253277
1644,-27.256622,12.899673
1646,32.625942,-5.766008
1649,18.901876,-48.194622
1652,29.479809,-30.301714
1658,19.400026,13.53955
1660,-20.840239,42.683243
1665,8.0722685,-13.358744
1666,-5.359962,-20.319792
1667,-15.759818,-20.777197
1668,-0.8860174,31.22517
1669,-10.314578,-11.215944
1670,38.328327,-14.827288
1672,43.30553,-1.3533376
1675,2.3227317,40.024944
1676,-17.292667,-12.119716
1677,43.622574,-1.0182635
1679,31.705873,-5.7978573
1681,-48.154316,-12.178556
1683,-3.710261,11.655934
1684,23.685108,5.8079476
1685,-6.066844,-28.334078
1686,22.179218,7.9711103
1688,-1.0961729,5.3042088
1693,40.16254,2.3495314
1694,-16.756948,38.47627
1695,-18.140661,-9.512912
1697,20.85615,-39.683224
1698,23.675293,-38.31623
1699,2.5807514,-13.865734
1700,-7.310369,27.580275
1703,11.682095,-6.1555123
1704,43.6407,-4.444002
1706,-6.8534694,-24.678255
1708,-32.813877,22.016954
1709,45.53356,-17.539728
1710,11.89168,26.293926
1712,29.492832,18.370209
1713,-35.03747,11.202788
1718,28.121073,15.040097
1720,0.18818286,4.8251204
1721,-5.728325,15.607467
1722,-28.095335,-36.11959
1724,-23.842909,-15.214211
1727,22.311295,-13.586936
1729,28.50114,-26.259771
1732,-35.24391,-25.301685
1733,28.538326,15.173097
1734,-33.91343,-10.161446
1735,-23.842909,-15.214211
1737,10.615181,32.94216
1738,9.7026005,-26.066969
1739,-7.024512,-8.531039
1740,22.570446,-26.262106
1741,-37.968815,4.3345366
1743,45.776943,-6.4562545
1744,26.204155,-6.5224295
1746,-8.571869,22.178799
1748,-35.289833,7.5804105
1755,-7.188842,-39.235634
1756,21.56214,27.939024
1757,48.72269,-11.183193
1762,-23.842909,-15.214211
1764,-34.434986,-2.3193445
1766,-38.539974,10.605363
1770,16.175755,12.008805
1771,-8.792258,-32.79554
1772,-49.5856,-6.693517
1773,-9.234532,13.416102
1778,-4.6059527,-2.463641
1781,8.234042,-33.70732
1782,-15.410561,-13.447091
1786,-3.651946,-9.246858
1787,7.4158516,12.797784
1788,2.0143807,-28.531235
1791,15.464759,29.891047
1794,31.349918,-1.711992
1797,0.46953145,23.429794
1799,-27.508793,5.040853
1800,32.377514,26.453741
1801,4.3094234,17.098177
1804,36.300083,-34.385258
1807,15.533881,6.5866346
1808,16.269497,-15.114062
1811,-19.892159,20.412601
1816,-16.994892,43.896286
1822,-26.65835,-3.7959843
1824,-9.009937,36.805595
1825,-35.285027,21.955982
1828,-9.35294,50.94637
1830,0.4404474,17.095282
1832,-34.770885,-12.92943
1835,-24.9092,-13.597668
1836,25.350004,36.100018
1843,8.504764,3.4295661
1848,-29.834972,25.949665
1849,-21.18463,36.225147
1853,-20.000738,34.014088
1854,-15.674027,6.3290544
1855,12.240361,-1.4988449
1856,22.714968,-4.9603477
1857,-1.91906,9.088234
1858,-7.091728,27.534788
1859,-4.7953916,-34.120544
1861,10.519514,-41.05008
1863,7.4245195,-6.9730783
1868,27.062284,-18.058243
1869,-10.110415,20.21097
1875,18.11877,18.489805
1877,9.586927,15.933949
1880,6.1582446,-4.6708016
1881,48.557392,0.009444837
1882,-39.47468,-20.792795
1883,-6.690306,-17.958382
1886,26.347399,6.8230114
1887,48.908752,11.273743
1889,-3.3956902,-4.416098
1890,31.622625,1.0093156
1891,-6.4386463,-5.1728497
1892,18.388048,-18.9544
1894,16.150576,20.238493
1895,-24.410463,-21.123817
1896,40.527206,-23.544985
1898,-23.732615,-14.52995
1899,49.621723,-7.179155
1900,-34.024715,-19.890844
1904,35.549183,13.291668
1906,13.476549,1.700536
1909,-10.131326,-19.58166
1910,21.446693,38.505795
1911,-41.521008,-18.5035
1912,1.261986,-1.4662818
1913,26.784636,-10.922312
1914,18.246704,38.497025
1915,12.288665,-26.062933
1916,3.5069363,-26.700996
1917,20.415665,23.388166
1918,23.388325,0.68203807
1920,20.49957,-9.141015
1922,28.350527,15.198953
1923,31.964777,-24.06465
1924,15.657481,-40.553555
1925,10.9581585,18.332083
1927,-52.164658,-3.497007
1929,-17.070448,34.19887
1931,-26.552206,-27.624758
1932,-8.237975,2.899655
1936,-1.2743368,11.660864
1937,1.6013552,3.32534
1938,-32.5447,3.630197
1941,45.00268,-5.9189
1944,17.804224,-24.182991
1947,-17.158339,-14.16177
1950,-31.478498,19.270086
1951,12.848822,15.423877
1954,-52.16458,-3.4970229
1956,-1.3616735,-35.841255
1957,49.96177,-5.8906665
1958,46.164448,21.372715
1960,31.315279,-16.048355
1961,-33.20766,4.4669466
1962,-33.059143,34.22241
1964,3.3666184,-7.5985556
1966,-2.8511403,14.1903105
1971,-34.074444,-24.932268
1972,17.455452,-5.1478367
1974,-6.8851943,-39.33277
1975,27.515455,18.706636
1976,-2.9383013,12.612749
1980,46.28383,-7.367082
1981,44.7959,13.812034
1982,-1.2748711,-31.303549
1983,-14.387924,-6.527574
1984,32.245575,-8.804549
1985,11.1284685,2.1047964
1986,-25.011843,1.5912802
1987,-27.750246,15.964233
1989,38.939743,-6.0305815
