ID,dmitry_adaboost_classifier
718,12213.475
720,52588.4
725,84399.1
726,134570.325
730,31539.025
731,121895.55
732,26132.5
734,97115.675
735,35033.025
737,96387.15
738,37543.075
740,67107.875
741,36919.7
746,106890.525
748,65498.65
753,81122.575
754,75742.3
757,79489.95
758,63810.075
759,142833.725
760,76091.35
761,96268.45
767,75005.675
768,39795.825
771,115955.65
772,97805.35
775,47511.1
782,114662.625
783,81877.25
784,86050.25
785,91562.5
787,33568.325
789,32703.2
790,33722.55
791,75849.625
792,76423.95
793,13576.175
795,93375.75
797,64615.9
798,99080.3
799,8733.7
800,66218.925
806,19752.95
807,15614.175
808,66720.4
811,67380.0
812,140527.225
813,23643.475
814,77824.625
815,97138.875
816,27595.125
818,148367.825
820,53671.3
822,46069.75
823,119055.725
827,64287.925
828,94639.875
829,31746.85
834,4013.05
835,108527.75
836,140841.15
838,19426.675
846,127236.35
847,40211.375
849,93983.5
850,18228.275
851,109023.425
852,100127.05
857,24870.7
858,40970.25
859,51984.925
860,124850.725
862,89605.75
863,125565.0
864,99096.8
868,40140.2
869,111118.775
877,52416.0
878,140010.8
881,61331.525
882,62365.55
885,68642.025
887,110399.4
888,129514.2
889,127323.8
891,22772.5
898,10444.475
903,82968.8
904,82598.45
906,88127.05
907,98224.95
908,16309.775
909,149784.775
910,67235.0
911,107624.15
913,52560.0
916,55050.875
920,2938.2
924,81420.625
925,42010.65
927,51198.15
928,98820.0
932,51519.75
933,51699.8
934,65703.15
935,70151.375
936,112044.45
940,131669.7
942,87376.7
943,64903.85
944,18994.475
945,83516.475
948,96005.55
949,102922.4
958,17177.375
959,86276.575
961,33975.0
962,32456.5
964,108076.425
965,51909.225
967,27848.4
968,151420.55
970,117978.05
973,18080.6
974,76376.575
976,58632.85
977,113465.05
978,7467.2
979,135701.975
981,95165.35
984,11617.05
986,13149.85
989,144563.25
990,146041.575
993,33928.95
994,75607.1
997,8743.15
999,131556.3
1000,145781.3
1003,60628.0
1006,54121.6
1007,78292.55
1008,785.45
1009,113728.475
1017,25922.625
1018,135081.65
1019,141821.05
1020,119185.7
1021,10624.125
1027,125239.025
1030,106231.5
1031,115716.45
1033,26592.7
1035,137150.825
1038,110776.15
1040,58614.75
1041,114846.675
1043,21895.5
1044,42687.575
1047,84440.65
1048,1790.4
1049,121695.9
1051,149497.3
1053,94367.675
1054,64463.4
1056,111617.225
1059,116099.15
1061,114572.65
1069,55811.3
1071,12790.675
1073,119273.6
1074,77506.475
1075,121450.25
1076,81669.35
1080,11776.375
1083,132063.625
1084,123577.45
1085,49402.725
1086,84843.775
1087,15616.475
1088,57179.4
1089,50851.725
1090,81319.8
1091,149466.375
1092,32572.025
1095,122480.55
1096,13020.425
1097,42942.925
1098,107055.25
1099,113344.725
1100,149323.975
1101,80737.625
1104,115534.35
1105,119040.625
1108,95352.225
1109,42434.525
1110,16317.7
1111,20498.8
1115,133025.225
1117,34260.075
1119,4642.8
1122,104498.825
1123,14808.975
1124,34729.35
1125,21001.025
1126,124333.4
1127,43945.05
1129,30212.0
1131,121011.9
1133,74577.8
1134,135919.0
1136,145503.55
1137,94361.625
1140,81984.475
1142,59742.175
1144,54239.8
1145,23047.025
1147,120879.95
1150,15433.425
1154,25857.275
1156,136615.825
1158,42038.575
1159,54337.5
1163,112910.3
1165,35592.95
1166,96825.05
1167,96371.925
1170,82524.075
1171,21830.9
1172,34078.825
1173,70929.775
1175,5252.15
1179,77209.85
1183,130557.55
1184,18865.475
1186,36819.05
1187,138920.35
1188,91311.9
1189,101888.275
1191,24189.05
1192,22250.15
1193,147216.5
1195,7890.225
1197,84390.2
1198,86485.7
1203,123054.625
1204,139988.725
1205,139821.0
1209,121891.575
1210,104001.325
1211,81396.475
1213,129569.625
1214,89865.65
1215,38408.3
1217,77957.0
1218,98963.4
1220,53409.8
1223,46666.1
1224,126776.5
1226,109659.85
1228,10418.6
1229,131548.4
1242,130975.475
1243,66497.1
1246,14563.25
1248,44305.225
1249,51140.375
1252,135759.925
1253,34313.325
1254,108971.4
1255,26364.9
1256,64523.85
1258,41799.925
1260,94187.9
1261,42122.35
1262,79720.025
1263,124755.7
1264,67296.375
1265,27722.0
1269,138781.525
1271,19713.675
1274,146619.075
1275,4926.2
1277,80021.25
1280,106858.525
1281,84199.55
1282,140504.525
1285,7542.575
1287,71115.65
1288,121829.625
1291,46624.525
1295,28037.375
1297,127051.3
1300,102668.05
1302,30056.5
1303,120617.3
1305,67956.325
1307,13131.525
1309,83533.9
1313,61947.95
1314,101662.125
1316,118844.6
1317,63071.4
1321,89149.925
1322,56306.375
1327,105172.425
1328,127427.05
1330,91532.15
1333,35351.1
1334,141286.025
1337,70428.55
1339,94152.9
1341,50149.925
1343,105925.775
1344,101836.525
1346,123232.925
1348,81452.7
1352,121900.375
1353,148314.475
1357,113687.275
1358,26856.575
1360,57037.8
1364,13083.75
1373,75557.85
1377,104052.8
1378,124854.2
1381,51609.025
1382,53839.55
1384,42642.025
1385,63214.125
1386,4080.45
1391,137471.2
1392,77252.775
1393,21771.8
1395,83262.275
1398,51837.975
1401,134739.05
1406,133681.075
1408,80886.8
1410,66587.975
1411,126511.775
1412,149014.6
1414,84769.9
1417,3420.15
1419,127629.8
1420,86247.4
1421,27993.2
1424,21008.275
1426,28251.4
1427,8977.175
1433,121243.3
1437,14950.65
1439,41517.6
1440,120862.6
1441,14913.95
1442,110968.8
1444,53016.3
1447,146080.325
1448,56165.675
1449,136942.05
1450,89798.35
1451,139035.375
1452,67047.45
1454,117573.525
1455,78185.625
1457,91888.25
1464,27300.825
1465,121711.325
1468,99551.5
1472,38008.8
1474,105322.35
1475,7121.225
1478,139356.775
1479,31455.725
1480,98998.0
1483,7539.625
1484,59328.4
1487,37311.7
1488,81291.15
1489,12878.55
1492,64815.525
1495,143563.4
1496,47402.25
1497,29565.4
1498,37110.525
1499,45016.3
1501,145937.575
1502,16754.675
1503,148366.425
1505,73980.9
1507,40407.9
1508,130044.275
1510,113119.2
1511,77679.1
1513,82360.7
1515,112266.2
1516,82651.825
1517,143777.575
1519,139918.7
1521,82702.5
1523,94872.775
1524,47728.575
1527,21764.6
1528,28206.95
1531,124194.6
1534,16541.75
1535,148898.725
1536,9448.85
1538,55436.4
1539,59130.35
1540,80270.6
1541,108382.125
1543,129437.5
1547,129761.7
1548,135527.35
1550,9560.325
1553,63676.5
1554,17611.075
1557,148797.85
1559,56921.75
1564,42725.4
1565,105474.525
1567,68363.9
1569,121405.075
1571,32225.6
1572,59685.15
1573,137650.25
1574,99665.925
1576,130944.675
1578,15368.475
1580,83231.35
1583,105771.025
1584,84032.775
1588,137215.275
1589,48612.7
1590,31297.475
1591,62568.775
1592,119647.725
1594,121907.525
1595,33419.3
1596,140815.5
1598,6890.3
1600,151575.9
1601,111828.125
1602,35568.95
1603,13156.825
1604,30144.25
1605,18953.275
1606,115462.075
1607,22169.05
1610,27896.975
1611,60919.8
1613,122783.9
1614,119076.05
1617,125408.375
1620,88945.25
1621,106625.8
1622,51564.1
1623,1910.1
1626,2237.075
1629,110313.975
1630,23782.55
1631,136999.375
1632,64844.9
1633,607.6
1634,65434.85
1638,59413.45
1639,46658.4
1641,61589.2
1643,145623.475
1644,68895.625
1646,38293.7
1649,107248.225
1652,135483.75
1658,118261.225
1660,148441.25
1665,44227.95
1666,19112.225
1667,148745.1
1668,32078.875
1669,97319.2
1670,74878.375
1672,94981.55
1675,49982.6
1676,3313.075
1677,17044.45
1679,74528.65
1681,34416.2
1683,118671.15
1684,7570.75
1685,58426.9
1686,101158.55
1688,94931.475
1693,57301.15
1694,143869.7
1695,87983.2
1697,86027.125
1698,86950.7
1699,45513.85
1700,99808.325
1703,466.425
1704,113179.425
1706,84364.3
1708,34038.35
1709,1532.025
1710,85688.625
1712,27681.475
1713,112096.75
1718,135958.525
1720,99003.55
1721,127641.8
1722,66763.875
1724,81377.825
1727,9720.175
1729,130618.3
1732,27849.65
1733,110783.65
1734,112531.3
1735,80078.075
1737,49214.375
1738,59383.9
1739,68437.625
1740,148746.95
1741,134605.7
1743,95526.9
1744,7218.325
1746,10767.5
1748,129336.75
1755,148063.7
1756,15018.075
1757,80623.4
1762,81114.05
1764,134961.45
1766,15791.2
1770,1570.275
1771,115141.725
1772,112428.925
1773,127093.7
1778,84975.6
1781,127519.25
1782,80558.55
1786,37784.5
1787,99085.55
1788,58364.975
1791,18368.35
1794,42512.55
1797,19435.925
1799,104817.05
1800,39869.275
1801,104888.675
1804,31539.15
1807,8406.5
1808,18390.975
1811,121436.625
1816,146107.4
1822,68902.9
1824,143549.875
1825,88446.575
1828,148615.5
1830,73216.15
1832,150946.025
1835,81436.5
1836,63810.525
1843,91269.35
1848,118665.775
1849,58964.375
1853,74947.025
1854,47469.025
1855,91700.275
1856,96994.45
1857,51674.15
1858,77069.45
1859,33491.325
1861,148126.225
1863,81038.35
1868,150736.225
1869,114010.85
1875,69121.425
1877,11393.225
1880,95123.7
1881,35729.35
1882,85446.825
1883,119312.95
1886,134629.375
1887,98134.125
1889,75701.8
1890,99610.05
1891,48845.95
1892,103563.325
1894,23928.75
1895,38105.375
1896,116029.725
1898,81385.75
1899,12617.45
1900,120866.15
1904,69395.65
1906,97721.0
1909,17949.0
1910,19676.65
1911,149526.025
1912,53274.7
1913,96548.225
1914,75982.7
1915,42317.125
1916,85342.625
1917,52020.8
1918,6558.225
1920,91759.025
1922,19801.5
1923,143007.275
1924,146994.175
1925,909.25
1927,2892.6
1929,84923.825
1931,35098.875
1932,5610.5
1936,95896.65
1937,79267.675
1938,33377.65
1941,58422.125
1944,58128.8
1947,58592.675
1950,148115.1
1951,67218.65
1954,124898.275
1956,37607.25
1957,22610.675
1958,65982.725
1960,52646.575
1961,124007.4
1962,37174.225
1964,44628.4
1966,116628.5
1971,134151.85
1972,76808.75
1974,151365.75
1975,141059.525
1976,130527.675
1980,96294.475
1981,117129.875
1982,27758.2
1983,47646.6
1984,26793.6
1985,63623.25
1986,119269.65
1987,29608.1
1989,140710.7
1990,129010.1
1992,148472.575
1993,82054.65
1995,57558.55
1999,35218.075
2001,52178.65
2003,147231.275
2005,118225.75
2006,102848.4
2009,29643.225
2013,126718.125
2014,75828.95
2016,43568.7
2017,85376.025
2020,148160.525
2021,27173.475
2022,41593.4
2025,149085.625
2027,99713.925
2030,115832.8
2032,59959.8
2035,50194.6
2036,70545.35
2041,131792.075
2043,90092.0
2044,26203.3
2046,118694.425
2047,137834.075
2051,32536.125
2052,83781.675
2053,131233.575
2054,20403.575
2055,4641.2
2056,145709.025
2058,55257.125
2059,139842.3
2060,97558.55
2062,126862.15
2064,105337.55
2065,82978.75
2066,88684.35
2068,100911.3
2071,22916.35
2074,60575.925
2077,1560.025
2078,124244.425
2079,1711.725
2080,47098.725
2083,1297.15
2087,87556.725
2089,93054.0
2090,33314.9
2091,23993.425
2095,14784.0
2097,3397.675
2098,111492.875
2099,34411.6
2100,58621.7
2101,38248.6
2105,85817.275
2106,43444.775
2107,80162.975
2110,100513.85
2112,69568.2
2114,134691.35
2115,148167.85
2122,132023.675
2123,127112.775
2128,52547.925
2129,51362.85
2130,88756.2
2132,18341.45
2135,133786.75
2138,64161.575
2140,139747.45
2141,117458.95
2142,99249.2
2143,138035.225
2147,109589.3
2148,41254.35
2154,146163.125
2155,19791.45
2156,51392.1
2160,59154.65
2162,74256.8
2164,1434.375
2165,82669.275
2167,131618.875
2168,120427.0
2170,42956.05
2172,76462.15
2173,79398.35
2174,57088.25
2175,48107.15
2176,32281.5
2178,145933.2
2180,150707.725
2181,18600.15
2183,95837.6
2191,31768.35
2192,34516.175
2193,33619.6
2197,8596.9
2202,84514.425
2204,107278.075
2205,57712.9
2206,115540.9
2207,31234.875
2212,35283.5
2217,119004.4
2219,112702.525
2220,21084.55
2221,16818.8
2223,97177.8
2225,11828.9
2226,134888.95
2227,29325.85
2228,67342.4
2231,85246.375
2232,47702.725
2233,6878.2
2236,112803.0
2238,130402.8
2240,111214.25
2246,88110.425
2247,149021.8
2249,52466.825
2250,86500.675
2252,91984.3
2255,66884.5
2256,79768.3
2258,130784.95
2259,104472.125
2260,124349.25
2263,66547.225
2264,137294.9
2265,134519.325
2267,44502.95
2268,151328.2
2270,79987.55
2271,18283.35
2272,105888.2
2273,29541.525
2274,18337.05
2276,14321.5
2277,78483.35
2280,37123.55
2281,124614.975
2282,68493.9
2288,56387.15
2292,42767.65
2294,102990.95
2295,17343.075
2296,142533.625
2297,117329.225
2298,135118.825
2299,15320.575
2309,34667.8
2310,47464.55
2312,123678.175
2314,36643.55
2317,135810.15
2319,40629.05
2320,16022.475
2321,33681.65
2324,10831.7
2326,59176.525
2331,146760.85
2335,122618.0
2336,937.5
2339,124784.3
2340,60956.275
2342,98247.05
2343,7124.325
2346,119638.0
2352,143194.825
2353,26450.0
2354,113775.15
2355,51019.9
2356,86390.75
2357,42262.7
2360,83208.2
2362,126432.3
2365,103025.175
2367,138774.125
2368,61133.975
2371,10704.35
2372,18071.225
2374,59746.075
2376,18499.05
2378,100665.6
2379,38947.55
2380,105869.1
2381,59399.15
2382,63555.175
2383,18738.7
2389,134089.5
2390,31178.0
2391,64018.575
2398,58628.15
2399,9726.5
2402,31894.25
2404,118309.425
2405,68255.925
2406,60789.875
2409,127717.85
2411,93929.8
2412,149570.775
2413,106238.75
2415,149616.125
2417,1335.1
2418,76262.825
2419,92702.0
2420,99082.15
2424,12421.675
2426,107202.025
2427,34633.25
2428,31055.7
2429,62437.8
2431,91588.175
2432,49591.2
2435,65453.7
2436,125577.025
2441,143547.575
2443,134824.75
2445,111514.35
2446,59510.05
2447,58086.25
2448,25485.525
2450,53667.4
2451,132085.075
2452,116033.125
2453,108538.1
2454,20138.15
2455,49327.825
2457,87175.225
2459,97144.525
2460,67121.0
2461,18242.375
2467,58092.9
2468,94207.575
2469,2053.7
2471,75395.025
2472,66169.6
2473,14029.2
2474,62965.175
2475,101811.725
2477,3241.35
2479,46992.9
2480,121899.25
2481,15002.225
2485,66397.35
2486,143484.75
2489,3051.675
2490,11910.075
2491,128004.525
2492,43370.75
2496,99238.15
2497,124662.7
2498,27507.425
2500,20979.175
2502,8113.375
2505,126084.75
2506,41603.875
2508,34516.25
2510,95533.95
2513,27110.775
2514,90769.5
2518,87675.4
2519,60929.15
2520,57135.1
2522,123658.25
2523,899.075
2524,53693.025
2526,111521.25
2532,22617.475
2534,18838.85
2535,68767.0
2536,62842.45
2540,111608.95
2547,66626.9
2550,32490.975
2551,12456.425
2552,52262.1
2553,121692.125
2554,128371.35
2557,105611.925
2559,84198.875
2560,116258.15
2562,33723.35
2564,87776.325
2565,104890.4
2568,42997.55
2569,138632.375
2570,83153.65
2571,66056.9
2575,29647.0
2576,69178.2
2577,76645.525
2579,84403.2
2583,83068.475
2584,138251.95
2585,123908.45
2587,92019.4
2590,37989.575
2592,76080.525
2593,1001.95
2598,85101.725
2602,121179.975
2603,102064.7
2604,123771.35
2605,141817.2
2606,30800.2
2607,56426.425
2608,91557.85
2609,40120.525
2610,134803.6
2612,84817.6
2620,95208.075
2621,135190.75
2622,14368.225
2623,85689.0
2624,145743.15
2625,82904.075
2627,149768.475
2628,113599.15
2629,42986.05
2631,70649.425
2633,125899.8
2634,87060.775
2635,19619.5
2637,63493.1
2638,147687.05
2640,66110.4
2641,105288.725
2643,32244.1
2645,44461.9
2646,91340.775
2650,117773.85
2653,95613.6
2654,57609.85
2655,128011.225
2657,26995.275
2659,129667.175
2660,89987.025
2661,52541.625
2662,98839.5
2663,75748.325
2665,91010.7
2666,118888.375
2668,140513.4
2674,32301.15
2675,72322.45
2676,135810.05
2677,47911.775
2680,114977.55
2681,127879.5
2683,58941.5
2686,130825.75
2688,18869.875
2690,105952.6
2691,93663.725
2692,36074.075
2693,90101.8
2694,137034.4
2695,64564.675
2696,39861.35
2697,46727.55
2698,62127.525
2699,61544.2
2703,151771.05
2705,131686.95
2706,136968.625
2708,51074.525
2709,22434.05
2711,21598.2
2712,59437.65
2714,108187.6
2717,108876.1
2718,56137.2
2719,12391.425
2720,94627.25
2721,148542.05
2722,10898.25
2723,32382.15
2725,101475.2
2729,14683.4
2732,122051.575
2734,20274.5
2735,86443.975
2738,23948.3
2742,43502.15
2743,149455.8
2744,108252.6
2746,74986.325
2748,112777.75
2750,89064.15
2753,95699.475
2754,73471.85
2755,80284.75
2756,87739.55
2757,102201.925
2758,124696.4
2761,66711.7
2762,7242.15
2763,55098.825
2765,62683.875
2767,52418.95
2768,108618.9
2770,102871.9
2771,35688.85
2775,60110.1
2777,147570.375
2778,117755.725
2780,759.225
2781,134516.15
2784,115479.1
2785,8607.425
2786,63320.95
2787,59724.275
2790,114217.675
2792,33762.775
2795,119523.475
2797,75071.05
2798,98776.925
2799,38589.75
2800,70522.05
2802,76973.175
2807,85771.9
2810,22981.85
2811,33036.875
2813,38633.65
2818,73143.95
2820,1634.425
2823,21604.625
2824,142462.55
2826,93265.15
2828,34250.025
2832,126386.95
2834,29366.775
2835,100976.75
2836,42030.25
2837,11847.25
2840,121181.75
2841,141774.575
2842,31514.7
2844,30001.775
2846,38980.625
2847,11020.5
2848,140325.775
2851,1053.925
2853,142427.2
2854,115458.9
2855,39021.825
2856,136272.675
2857,66612.9
2858,134173.375
2860,87397.4
2864,109829.825
2868,96578.7
2870,54322.625
2875,98188.125
2878,138918.625
2879,62360.35
2883,106058.65
2884,59701.75
2887,63124.55
2890,24292.675
2894,81988.275
2895,112002.7
2896,65128.275
2900,20854.025
2902,36832.25
2907,30078.1
2909,66101.5
2911,42202.45
2912,104186.95
2916,62922.35
2923,2722.4
2924,66890.35
2931,75382.8
2932,89159.65
2933,56616.45
2934,49130.75
2935,47707.225
2937,122193.15
2938,128231.575
2939,129910.1
2940,83202.35
2941,21982.075
2942,130396.275
2943,21619.175
2945,71239.625
2946,22903.85
2947,134126.925
2948,127847.125
2953,16931.15
2954,115851.625
2956,32366.125
2958,140281.225
2962,137892.35
2964,49859.025
2965,143201.875
2971,52232.55
2977,107856.8
2978,47164.375
2979,93307.1
2981,94153.975
2982,87259.55
2985,31312.025
2987,3375.25
2992,27165.8
2993,340.225
2996,127987.6
2998,36282.15
2999,93665.075
3004,76179.275
3006,10995.95
3010,103043.1
3013,149209.25
3014,30543.525
3016,24565.775
3018,67933.95
3020,137341.625
3021,140669.85
3023,121636.7
3024,91757.95
3026,73877.55
3029,133201.925
3032,34154.775
3034,142778.7
3038,7730.525
3040,41809.625
3042,71281.45
3043,45920.25
3044,93930.7
3045,120538.825
3049,36875.6
3052,125580.25
3054,26627.375
3057,35725.175
3059,128996.125
3061,85705.4
3066,114384.2
3068,47092.5
3071,27483.875
3075,39920.85
3076,12639.175
3077,17212.0
3078,124204.75
3081,128691.025
3082,95462.2
3085,48604.95
3086,102305.5
3087,114910.075
3088,16519.275
3090,87742.3
3091,58460.975
3092,84262.95
3095,135194.225
3097,103926.025
3099,89027.55
3103,111001.15
3107,34546.2
3108,63506.9
3112,101021.475
3114,109566.075
3117,58880.1
3118,28141.125
3119,11953.775
3121,150507.2
3123,18069.775
3125,36665.0
3126,72017.85
3127,18928.55
3131,54004.75
3134,125891.35
3136,135605.9
3137,112701.3
3141,49892.6
3142,139793.85
3144,44435.3
3145,12968.2
3147,132020.9
3151,102708.375
3156,112201.825
3157,117909.9
3158,65470.4
3160,120842.2
3161,121496.6
3165,115252.325
3169,35946.525
3170,72232.65
3174,70794.6
3175,110076.95
3176,59766.9
3178,52567.575
3179,18742.4
3180,144107.7
3182,46398.75
3184,40601.175
3187,143306.45
3188,148838.575
3189,103307.05
3191,15848.15
3196,42948.95
3198,100039.65
3199,147400.3
3202,68644.75
3203,128950.475
3204,128798.575
3205,68782.3
3209,94785.05
3212,58384.0
3213,94498.3
3215,135609.15
3220,23841.95
3221,6926.6
3222,88222.85
3225,19453.475
3226,141072.125
3228,104210.0
3233,11285.6
3235,59419.025
3236,42464.3
3237,100844.05
3238,10756.45
3239,26569.225
3240,135538.675
3243,143617.875
3245,149687.4
3247,28334.4
3251,145172.925
3256,126799.15
3258,34301.075
3259,12484.85
3261,137380.5
3262,137444.2
3263,58705.525
3265,146778.55
3269,105634.775
3272,84995.75
3273,87358.0
3277,52575.55
3279,88972.3
3280,69382.825
3281,25977.075
3283,1156.65
3285,82289.35
3286,138616.1
3290,48960.975
3295,146346.95
3297,21626.7
3299,10946.425
3300,55319.8
3301,47268.95
3305,138814.6
3308,110699.475
3313,9247.125
3314,31115.2
3317,59678.3
3318,132014.15
3319,66618.925
3321,34477.15
3323,28365.825
3327,31828.075
3328,138029.875
3330,55264.75
3333,31963.875
3335,101919.45
3338,109077.35
3342,116304.4
3343,65818.675
3344,42706.85
3346,10437.9
3347,119334.9
3349,108273.7
3351,98130.6
3353,63795.6
3358,36455.3
3359,20319.925
3368,31278.25
3369,20898.575
3370,102378.075
3371,31218.475
3373,30841.025
3379,79359.2
3383,70834.625
3384,144827.575
3387,96465.9
3388,126621.825
3392,123286.825
3395,109783.6
3396,47110.6
3397,8263.325
3398,57251.35
3399,99193.15
3400,32628.9
3402,115044.325
3405,150820.075
3408,58784.35
3409,91031.45
3412,36566.375
3413,3451.25
3415,20932.15
3417,83285.275
3420,93614.375
3425,40473.7
3428,138162.95
3430,76535.225
3432,17117.875
3434,53409.0
3439,62504.55
3440,142376.75
3441,82552.35
3443,119372.95
3445,38074.1
3446,28297.325
3448,1061.9
3449,34952.05
3452,96819.75
3453,65179.975
3457,80123.75
3458,83600.625
3462,63469.95
3464,18734.85
3466,131193.925
3467,148508.1
3471,91539.175
3474,16493.5
3477,51516.225
3480,51778.3
3482,38092.7
3486,137079.675
3487,84092.85
3491,84295.025
3492,101852.65
3493,75396.625
3495,141096.75
3496,34104.85
3497,42954.25
3499,42257.8
3500,37538.55
3502,24694.575
3504,1194.7
3505,34036.1
3508,139743.6
3513,30111.975
3515,63271.75
3516,65711.45
3518,124393.75
3520,81036.35
3523,81031.475
3525,13858.05
3528,34699.9
3530,64345.225
3531,21531.675
3532,149435.625
3533,67073.75
3535,36561.075
3537,56783.65
3538,94338.75
3546,97780.7
3550,148281.075
3551,148170.85
3552,144528.425
3554,91183.2
3559,8938.75
3560,95456.95
3561,105486.35
3562,122634.7
3563,14096.65
3567,125599.2
3570,37619.975
3572,3510.95
3573,34868.675
3575,18137.075
3577,11906.9
3578,89296.15
3580,132423.525
3581,93324.05
3584,97786.25
3587,43827.1
3592,11257.675
3595,72146.4
3599,66265.775
3604,44231.225
3605,115176.05
3607,34314.15
3608,61876.625
3609,20856.225
3613,58247.15
3615,86994.4
3616,91541.3
3620,6823.35
3623,75682.35
3625,54824.15
3626,20541.95
3629,89600.7
3630,84393.75
3631,86764.7
3632,105671.75
